"","log2FoldChange","padj"
"PDIK1L",-0.0724111787515813,1
"CEP85",-0.0387145099318591,1
"SH3BGRL3",0.429006957175587,1
"UBXN11",0.276951914580518,1
"CD52",0.376256867149233,1
"DHDDS",-0.0292749220098408,1
"HMGN2",-0.000267279493435814,1
"ARID1A",-0.345792288470408,1
"PIGV",-0.240535950299788,1
"ZDHHC18",0.100341418590569,1
"SFN",0.364203024045273,1
"GPN2",0.167909029421024,1
"GPATCH3",0.254347106559191,1
"NUDC",0.190893126957267,1
"TENT5B",0.893704080789365,1
"SLC9A1",0.107206849121748,1
"WDTC1",0.135675293465715,1
"TMEM222",0.247703035280406,1
"SYTL1",0.144591208059091,1
"MAP3K6",0.432829532892147,1
"GPR3",-0.140755530563502,1
"WASF2",-0.0793232233960443,1
"AHDC1",0.506857995337837,1
"IFI6",-1.02866231529518,1
"FAM76A",0.0785966008013131,1
"STX12",-0.0334319565952819,1
"PPP1R8",0.0940591874877452,1
"THEMIS2",0.164209314388271,1
"RPA2",-0.0601366571002572,1
"XKR8",0.355224348830608,1
"EYA3",-0.0387629053770644,1
"PTAFR",0.0448457536571248,1
"DNAJC8",-0.0221119834204331,1
"PHACTR4",-0.232151687555176,1
"RCC1",0.0511492195505822,1
"SNHG3",-0.0512055142960816,1
"SNORA73B",-0.982608934152319,1
"TRNAU1AP",0.0125524579049459,1
"SNHG12",0.139136295385745,1
"TAF12",0.0957747072268478,1
"GMEB1",-0.00943425594405748,1
"YTHDF2",0.070056656019988,1
"EPB41",-0.103626952854274,1
"SRSF4",-0.0745283914262244,1
"MECR",0.0236358480904379,1
"LAPTM5",0.458769061349092,1
"SDC3",0.60694652863306,1
"PUM1",-0.167912221889351,1
"SNRNP40",-0.00675067608972759,1
"ZCCHC17",0.00533477509614166,1
"FABP3",-0.339517689282663,1
"PEF1",0.134803078189141,1
"PTP4A2",0.0976684809643365,1
"KHDRBS1",0.122697094318734,1
"TMEM39B",0.309503156351878,1
"KPNA6",-0.136965993552219,1
"TXLNA",0.0332137270660969,1
"CCDC28B",0.208610203548734,1
"IQCC",-0.27486887939306,1
"TMEM234",0.516202451281691,1
"EIF3I",0.0143606360117533,1
"HDAC1",0.0536149079411324,1
"MARCKSL1",0.158584602946121,1
"FAM229A",-0.21370712288715,1
"BSDC1",-0.0790722393054213,1
"ZBTB8A",0.63547243581007,1
"ZBTB8OS",-0.0745346563679294,1
"RBBP4",-0.102102760192782,1
"KIAA1522",0.0670015332834524,1
"YARS1",-0.0489229958383229,1
"S100PBP",-0.0502130038098991,1
"RNF19B",-0.0787740892911661,1
"AK2",-0.0716069169865703,1
"AZIN2",0.0565204296942546,1
"TRIM62",0.165664822183769,1
"ZNF362",0.29894324316613,1
"PHC2",0.185481946949847,1
"ZSCAN20",0.0134933640748046,1
"SMIM12",0.18146868796199,1
"ZMYM6",0.0186542696469414,1
"ZMYM1",0.147346340866088,1
"SFPQ",-0.15351574828854,1
"ZMYM4",-0.178809725443444,1
"KIAA0319L",-0.196333704560183,1
"NCDN",0.425727855049683,1
"TFAP2E",0.657122618434867,1
"PSMB2",0.0671216166286567,1
"C1orf216",0.14452979017961,1
"CLSPN",-0.167337240874788,1
"AGO4",-0.0103640590520755,1
"AGO1",-0.231108606755626,1
"AGO3",-0.154959548501554,1
"ADPRHL2",0.096198320897583,1
"COL8A2",0.0158377279020682,1
"TRAPPC3",0.110304189340028,1
"MAP7D1",0.378524636491856,1
"THRAP3",-0.142992397815784,1
"SH3D21",-0.315370225833771,1
"STK40",0.236351584865406,1
"LSM10",0.0429046913817627,1
"MRPS15",0.0500653556859155,1
"CSF3R",-0.199699239359775,1
"ZC3H12A",0.130331266641163,1
"MEAF6",0.036164436221398,1
"SNIP1",-0.00585716602937702,1
"GNL2",-0.147436394366205,1
"C1orf109",-0.00183112956176613,1
"CDCA8",0.082970656068239,1
"MANEAL",0.434293478592026,1
"YRDC",-0.0147828200694067,1
"C1orf122",0.379882720399812,1
"MTF1",-0.0758600081171918,1
"INPP5B",-0.0905506502529715,1
"SF3A3",-0.0281318883627711,1
"FHL3",-0.47438861811005,1
"UTP11",0.0139903732130349,1
"RRAGC",0.0559231027181294,1
"MYCBP",0.0612722320687521,1
"AKIRIN1",0.0429283155733959,1
"NDUFS5",0.146491956523074,1
"MACF1",-0.877144423646481,1
"KIAA0754",-0.877144423646481,1
"BMP8A",-0.988313313324552,1
"PPIEL",-0.764241481130202,1
"PABPC4",0.0882332393582374,1
"PPIE",0.0272274922847065,1
"BMP8B",0.0549243432854468,1
"OXCT2",0.349290061042424,1
"LOC101929536",0.776387807470126,1
"TRIT1",-0.0809823336522646,1
"MYCL",0.171122603226646,1
"MFSD2A",0.0815607377471608,1
"CAP1",0.0427331613031783,1
"PPT1",0.0328128742850005,1
"RLF",-0.278394035555215,1
"ZMPSTE24",0.0956311096362674,1
"COL9A2",0.216274818713093,1
"SMAP2",0.0252567633643718,1
"ZFP69B",0.189251631867824,1
"ZFP69",-0.0243640992845534,1
"EXO5",0.611233715061427,1
"ZNF684",-0.124902679198867,1
"RIMS3",0.0893999003562938,1
"NFYC",0.0563895976768062,1
"CTPS1",-0.119368609150762,1
"SLFNL1-AS1",-1.40291969734026,1
"SCMH1",-0.0871620076127074,1
"HIVEP3",0.336247150096847,1
"FOXJ3",-0.0909840187292299,1
"PPCS",0.10494366703061,1
"PPIH",0.0129677817097378,1
"YBX1",0.112830974506927,1
"P3H1",-0.0501696779900101,1
"C1orf50",-0.201096745638445,1
"TMEM269",-1.25266453857215,1
"SVBP",0.126773696052447,1
"ERMAP",0.00077711542767194,1
"ZNF691",-0.186018592140425,1
"SLC2A1",0.235471543387445,1
"EBNA1BP2",0.0360828689199338,1
"CDC20",0.190814805174077,1
"ELOVL1",0.100967494717726,1
"MED8",-0.0725748394137997,1
"SZT2",-0.295504413922214,1
"KDM4A",0.0660112363142838,1
"ST3GAL3",-1.22225723815052,1
"ARTN",0.339139752434165,1
"IPO13",0.160867730317093,1
"DPH2",0.140172547126125,1
"ATP6V0B",0.276032158560248,1
"B4GALT2",0.291183689924096,1
"CCDC24",0.632641465197376,1
"SLC6A9",0.301068309403969,1
"DMAP1",0.105845695146646,1
"ERI3",0.031276479437421,1
"RNF220",0.165475621470346,1
"TMEM53",0.53417511089731,1
"ARMH1",0.418478678660838,1
"KIF2C",0.0144190313346312,1
"RPS8",0.201368801148058,1
"PLK3",0.191810622034953,1
"BTBD19",-0.363257857443837,1
"EIF2B3",-0.0474188361147245,1
"HECTD3",0.199856718354897,1
"UROD",0.179179974537082,1
"HPDL",0.27833916582112,1
"MUTYH",-0.330953593383021,1
"TOE1",0.0043164475966099,1
"TESK2",0.0166835512983322,1
"CCDC163",0.171595950419022,1
"MMACHC",0.14501623205781,1
"PRDX1",0.0666896872320077,1
"AKR1A1",0.126888989635362,1
"NASP",-0.183056006322288,1
"CCDC17",-0.0774723421597495,1
"GPBP1L1",-0.0351474210093848,1
"TMEM69",-0.0554004751963691,1
"IPP",-0.21548583828499,1
"MAST2",0.100047316376813,1
"PIK3R3",-0.0564794786655395,1
"POMGNT1",0.0175507506236343,1
"RAD54L",-0.189339686572914,1
"LRRC41",0.181041895485877,1
"UQCRH",0.235949074605893,1
"NSUN4",-0.0400468543711626,1
"FAAH",0.100583577132647,1
"MKNK1",-0.00953762548935822,1
"MOB3C",-0.146671365003676,1
"ATPAF1",-0.0485220729078586,1
"EFCAB14",-0.0926066264011539,1
"STIL",-0.144443721358354,1
"CMPK1",0.210905835619562,1
"FOXD2-AS1",-0.0521400714508984,1
"FAF1",0.00932990213845769,1
"CDKN2C",0.333362296679334,1
"RNF11",0.239718736040016,1
"TTC39A",-0.112165136901023,1
"EPS15",-0.11516099475548,1
"OSBPL9",-0.11706318455544,1
"NRDC",-0.119316070629787,1
"TXNDC12",1.39878910304675,1
"KTI12",0.0173864096826855,1
"BTF3L4",0.09682348150572,1
"ZFYVE9",-0.619315143508828,1
"CC2D1B",0.0780570752257713,1
"ORC1",-0.128233653345726,1
"PRPF38A",-0.0123708747031597,1
"TUT4",-0.269289667425695,1
"GPX7",0.0107485979889023,1
"SHISAL2A",0.649725474436845,1
"COA7",-0.0158760231699625,1
"ZYG11B",0.00615094304823008,1
"SCP2",0.0625991411391577,1
"CPT2",0.191767799145687,1
"CZIB",0.00946132167723419,1
"MAGOH",0.263401192624751,1
"LRP8",-0.256051936166588,1
"NDC1",-0.0361982815057159,1
"YIPF1",-0.121215657059681,1
"HSPB11",0.0309965432198024,1
"LRRC42",0.0510265326937532,1
"TMEM59",0.0221438762384744,1
"TCEANC2",-0.115274443599716,1
"CYB5RL",0.0616547358521247,1
"MRPL37",0.0791039560711083,1
"SSBP3",0.234237546031728,1
"PARS2",0.0196177209848547,1
"DHCR24",0.0916507448643876,1
"USP24",-0.41179975451049,1
"OMA1",-0.0158645303039275,1
"MYSM1",-0.292977360373632,1
"FGGY",0.109634249179615,1
"NFIA",-0.165585518775742,1
"TM2D1",0.0190281424394756,1
"USP1",-0.00884757109881658,1
"DOCK7",-0.209428115044264,1
"ATG4C",-0.0666743108873614,1
"ALG6",0.154344034486594,1
"ITGB3BP",-0.0303146678099601,1
"EFCAB7",-0.294658391657829,1
"PGM1",-0.0327492503098073,1
"ROR1",-0.225172864241609,1
"RAVER2",-0.0813583590844959,1
"JAK1",-0.27945934572435,1
"AK4",-0.175411960447595,1
"DNAJC6",-0.286383192800537,1
"LEPROT",0.000912733215606097,1
"LEPR",0.178500640651209,1
"PDE4B",-0.0951013854843898,1
"MIER1",-0.0399310294229548,1
"SLC35D1",-0.0446721855333141,1
"SERBP1",0.129999847167283,1
"GADD45A",0.163202708792519,1
"DEPDC1",0.197327805720995,1
"LRRC7",-0.110534038303254,1
"LRRC40",-0.00663533810563081,1
"SRSF11",0.0347612375284502,1
"ANKRD13C",0.0707615149732971,1
"HHLA3",-0.037374717512844,1
"CTH",0.118883344435018,1
"ZRANB2",0.121391587761938,1
"NEGR1",0.340876143808455,1
"LRRIQ3",0.750962305567316,1
"FPGT",0.125285347215127,1
"CRYZ",-0.0979859141100276,1
"TYW3",-0.0427518686282416,1
"ACADM",-0.0635616378265011,1
"RABGGTB",-0.0914895293641461,1
"PIGK",0.0844504929084369,1
"ZZZ3",-0.0662647945418369,1
"USP33",-0.149236382713445,1
"MIGA1",-0.0312928062978262,1
"NEXN",-0.555394771572559,1
"FUBP1",-0.148787690775112,1
"DNAJB4",-0.139763418320212,1
"IFI44L",-1.66084607623784,1
"IFI44",-2.1368974836686,1
"PRKACB",-0.0798397531331937,1
"SAMD13",-0.252811522048475,1
"RPF1",-0.0632274725074723,1
"GNG5",1.28835570883183,1
"CTBS",0.13374225089635,1
"SSX2IP",-0.177365025653919,1
"MCOLN2",-0.254041486495758,1
"WDR63",-0.11602942392963,1
"C1orf52",0.153616189521696,1
"BCL10",-0.0120524195750387,1
"ZNHIT6",0.0611816706938084,1
"COL24A1",-0.388682952068828,1
"ODF2L",-0.485046820801674,1
"SH3GLB1",-0.137410926997321,1
"SELENOF",0.131324993492357,1
"HS2ST1",0.0877695538454259,1
"LMO4",0.164037426080719,1
"PKN2",-0.206339687010424,1
"GTF2B",-0.0310522140419149,1
"KYAT3",-0.18542324178504,1
"RBMXL1",0.0206991812054721,1
"LRRC8B",-0.203862169782636,1
"LRRC8C-DT",-0.33123975563532,1
"LRRC8C",-0.00280173529761528,1
"LRRC8D",-0.0297871893403117,1
"ZNF326",-0.00322065037784361,1
"ZNF644",-0.0854757666160482,1
"CDC7",-0.0733503055213281,1
"KIAA1107",-0.0832131521771809,1
"BTBD8",-0.0832131521771809,1
"GLMN",0.0730983578140479,1
"RPAP2",-0.222521692979603,1
"GFI1",0.115114445541448,1
"EVI5",-0.0988197051252584,1
"RPL5",0.127606222545605,1
"DIPK1A",-0.130085843733139,1
"MTF2",-0.0312462663218301,1
"TMED5",0.230607877938517,1
"CCDC18",-0.180667078172813,1
"DR1",0.177082996546965,1
"FNBP1L",0.00243869177126499,1
"BCAR3",-0.262425054088877,1
"MIG7",-0.262425054088877,1
"DNTTIP2",-0.146883201206042,1
"GCLM",-0.0421796179829959,1
"ABCD3",-0.0280444849221892,1
"F3",-0.145016368250834,1
"ALG14",-0.147835282743643,1
"RWDD3",-0.0219206009629454,1
"PTBP2",-0.00951604158447215,1
"DPYD",-0.0101074317139813,1
"FRRS1",-0.105102317860351,1
"AGL",-0.15460892140154,1
"SLC35A3",-0.0770527930648883,1
"MFSD14A",1.48001567361206,1
"SASS6",-0.0530231096918391,1
"TRMT13",-0.190467628304494,1
"LRRC39",-0.650913328740369,1
"DBT",-0.096359346803001,1
"RTCA",0.00752006646341389,1
"CDC14A",0.0140879152857695,1
"EXTL2",-0.284700526241091,1
"SLC30A7",-0.157838021229938,1
"DPH5",-0.0456975196437299,1
"LOC102606465",-0.279060095517753,1
"RNPC3",-0.424781647610459,1
"AMY2B",-0.786728509874488,1
"PRMT6",0.378403110226756,1
"NTNG1",0.482954125334484,1
"VAV3",-0.0987493999684539,1
"FAM102B",-0.0073696510700838,1
"HENMT1",0.040687620683661,1
"PRPF38B",0.0227068808383894,1
"STXBP3",0.0811427861440882,1
"GPSM2",0.0102821351090401,1
"CLCC1",-0.0355199928542715,1
"WDR47",-0.101242145869162,1
"TAF13",0.35700426162305,1
"TMEM167B",0.0191495114618622,1
"SARS1",0.0440040975240129,1
"CELSR2",0.00379321019457796,1
"PSRC1",0.14698192045956,1
"SORT1",-0.0970808245318473,1
"PSMA5",-0.0491936683447585,1
"ATXN7L2",0.207700356597097,1
"CYB561D1",-0.124927170757136,1
"GNAI3",0.0899305694234882,1
"AMPD2",0.218275837069318,1
"GSTM4",0.159694222849096,1
"GSTM2",-0.380405779141045,1
"GSTM1",0.221342594641123,1
"AHCYL1",-0.0848398344226627,1
"STRIP1",-0.0242780298880954,1
"RBM15",-0.0336482843145414,1
"LAMTOR5",0.2873453406559,1
"CD53",-0.0565076976357701,1
"LRIF1",0.00865066092308226,1
"DRAM2",0.130471221006203,1
"CEPT1",-0.0645847761951536,1
"DENND2D",-0.165661613562615,1
"CHI3L2",-0.290920633890498,1
"OVGP1",-0.610243638536205,1
"WDR77",0.176413123631078,1
"ATP5PB",0.0750628419217616,1
"C1orf162",-0.798085887025078,1
"RAP1A",0.0721414853639746,1
"INKA2",0.237905710644303,1
"DDX20",-0.0281494259757271,1
"CTTNBP2NL",-0.0491149811067266,1
"WNT2B",-0.821213655345323,1
"ST7L",-0.0250933468945624,1
"CAPZA1",0.0387668690858172,1
"MOV10",-0.188238043242731,1
"RHOC",0.42497014168405,1
"PPM1J",0.294335547858734,1
"TAFA3",0.933312251030791,1
"LINC01356",-0.362360871337894,1
"LRIG2",-0.212558308474731,1
"MAGI3",-0.250152426470538,1
"PHTF1",-0.10122393140945,1
"RSBN1",-0.0142756238486203,1
"PTPN22",-0.121896920655561,1
"BCL2L15",-0.216130541727998,1
"AP4B1",-0.209898483691265,1
"DCLRE1B",-0.0251939040570265,1
"HIPK1",-0.112648631438831,1
"TRIM33",-0.12303991957185,1
"BCAS2",0.196900837906417,1
"NRAS",0.107216571640959,1
"CSDE1",-0.129657398275506,1
"SIKE1",0.0240397400464977,1
"TSPAN2",0.332841434615593,1
"VANGL1",-0.00591361859965619,1
"ATP1A1",0.00797501580177573,1
"ATP1A1-AS1",-0.244615672039052,1
"CD58",0.0227907529004124,1
"PTGFRN",0.168600807323013,1
"TTF2",-0.249379104676819,1
"TRIM45",-0.218089160277225,1
"MAN1A2",-0.0491797958842694,1
"TENT5C",-0.0706277649169718,1
"GDAP2",-0.136009402810352,1
"WDR3",-0.109184142091984,1
"WARS2",0.238991067181822,1
"WARS2-AS1",-0.258609509811403,1
"ZNF697",0.660246459761953,1
"NOTCH2",-0.341416106733117,1
"SEC22B",-0.0588933844336847,1
"NBPF8",-0.326006891346734,1
"NBPF26",-0.446749134051686,1
"FAM72B",-0.10390333878742,1
"SRGAP2C",-0.27898769445217,1
"H3-2",-0.00561713222928102,1
"FAM72C",0.0587747763057212,1
"NBPF15",-0.278311274317169,1
"SRGAP2B",-0.286529459685714,1
"FAM72D",0.155835746232291,1
"NBPF20",-0.542646340112901,1
"NBPF25P",-0.381131801056716,1
"GPR89A",0.0158774685641135,1
"PDZK1",-0.076199615689552,1
"CD160",-0.432523428263292,1
"RNF115",0.00670955197677865,1
"POLR3C",-0.0396175173746657,1
"NUDT17",0.188382096765918,1
"PIAS3",0.00698823874660986,1
"ANKRD35",-0.0187663696525331,1
"ITGA10",-0.332109321747205,1
"PEX11B",-0.0815478845524605,1
"RBM8A",0.215568422282772,1
"GNRHR2",0.187036886111445,1
"LIX1L",0.145007348652458,1
"ANKRD34A",0.119955557851591,1
"POLR3GL",0.0653375301245048,1
"TXNIP",-0.121322171108242,1
"NBPF10",-0.740314798571317,1
"NBPF12",-0.294494720570787,1
"PRKAB2",-0.150243113079911,1
"FMO5",0.104697984072286,1
"CHD1L",-0.947628062697545,1
"LINC00624",-0.713958508245586,1
"BCL9",0.00532808707639106,1
"GPR89B",-0.275185278131225,1
"NBPF11",-0.250070472283953,1
"NBPF14",-0.45977354471582,1
"PDE4DIP",-0.141213316084312,1
"NBPF9",-0.188234309113956,1
"NOTCH2NLC",-0.597645847556281,1
"LINC00869",-0.0103081742307724,1
"FCGR1A",-0.903126631011083,1
"H2BC20P",-0.486649209615527,1
"H2BC21",0.0921854029177646,1
"BOLA1",0.426272197033825,1
"SV2A",-0.0305234483877161,1
"SF3B4",0.204226730750834,1
"MTMR11",-0.420472524862089,1
"OTUD7B",-0.070186894343194,1
"VPS45",-0.152688364872771,1
"PLEKHO1",0.167127692400842,1
"ANP32E",0.100416556180398,1
"CA14",0.119041528555735,1
"APH1A",0.131091649381203,1
"C1orf54",0.0251042133833448,1
"CIART",-0.714217606817511,1
"MRPS21",0.150088492780145,1
"PRPF3",-0.183305867807027,1
"RPRD2",-0.182705312429745,1
"TARS2",-0.0206503716474226,1
"ECM1",0.175574916393789,1
"MCL1",-0.113003822988148,1
"ENSA",0.176565099454588,1
"GOLPH3L",-0.0564558236771233,1
"CTSS",-0.0804783121515065,1
"CTSK",-0.368596273798991,1
"ARNT",-0.0794655140952144,1
"SETDB1",-0.0969618129883345,1
"CERS2",0.0850616853423302,1
"ANXA9",-0.0466712890924099,1
"MINDY1",-0.123433782936233,1
"PRUNE1",-0.10207480814915,1
"BNIPL",0.193484095005457,1
"C1orf56",0.264109149734989,1
"CDC42SE1",0.00723821385757069,1
"MLLT11",0.108910025968917,1
"GABPB2",-0.058979957627892,1
"SEMA6C",0.14781399574274,1
"TNFAIP8L2",0.360529929407849,1
"SCNM1",0.265649671946486,1
"TNFAIP8L2-SCNM1",0.265649671946486,1
"LYSMD1",0.0728203387774282,1
"TMOD4",-0.660173559457118,1
"VPS72",0.146838615316372,1
"PIP5K1A",-0.0405371580236897,1
"PSMD4",0.0691840115465018,1
"ZNF687",0.179437147156256,1
"PI4KB",-0.0259914246575577,1
"RFX5",0.00379285095074295,1
"PSMB4",0.161673148198349,1
"POGZ",-0.353626607174058,1
"CGN",-0.187188506622722,1
"TUFT1",-0.226561522802773,1
"SNX27",-0.178922866176923,1
"MRPL9",0.0981043825353704,1
"TDRKH",0.263621998765716,1
"THEM4",-0.143056473775572,1
"S100A10",0.245349102510467,1
"S100A11",0.188504400928543,1
"S100A6",0.227320896657206,1
"S100A5",-0.339908519653014,1
"S100A4",0.255981016848058,1
"S100A3",0.34112669721208,1
"S100A2",0.22992177230141,1
"S100A13",0.191928858946913,1
"S100A1",-0.495940301309785,1
"CHTOP",0.116756753689268,1
"SNAPIN",0.0420820050517332,1
"ILF2",-0.0489333090227841,1
"GATAD2B",0.175952895561147,1
"LOC101928059",-0.618695445116561,1
"DENND4B",0.0068676634193932,1
"CRTC2",0.0962843638765771,1
"SLC39A1",0.351388253166048,1
"CREB3L4",0.0913784847363405,1
"JTB",0.686432692981629,1
"RAB13",0.257319578920847,1
"RPS27",0.352523447089786,1
"TPM3",0.0852673540866393,1
"C1orf43",0.0304714708807276,1
"UBAP2L",-0.0986489266602057,1
"HAX1",0.00989561975648075,1
"ATP8B2",-0.0358003964458074,1
"IL6R",0.136034603542538,1
"UBE2Q1",-0.0243127745320231,1
"ADAR",-0.365966382909372,1
"PMVK",0.686285468869642,1
"PBXIP1",0.227497360338008,1
"PYGO2",0.0508332714570017,1
"SHC1",0.207659497300671,1
"CKS1B",0.0476842856190303,1
"FLAD1",0.100883141485641,1
"ZBTB7B",0.413396576380029,1
"ADAM15",0.283095517104859,1
"EFNA4",-0.100936644231436,1
"EFNA3",0.233850352826616,1
"SLC50A1",0.0961740272515183,1
"DPM3",1.02827858160199,1
"KRTCAP2",-0.735691784796622,1
"TRIM46",-0.0144118738372143,1
"MUC1",-0.318452823145915,1
"THBS3",-0.344250447098794,1
"MTX1",0.160594258384248,1
"GBAP1",-0.399420913492735,1
"GBA",-0.192711190461011,1
"FDPS",0.206807128969892,1
"RUSC1-AS1",-1.36006835892513,1
"RUSC1",0.22683588061201,1
"ASH1L",-0.541248978656909,1
"ASH1L-AS1",0.195887423372742,1
"MSTO1",-0.262120610207982,1
"YY1AP1",-0.112535578693989,1
"DAP3",-0.0799701002903466,1
"GON4L",-0.23197018278653,1
"RIT1",-0.0699492502056412,1
"KHDC4",-0.321798672408858,1
"ARHGEF2",0.159520527012187,1
