"","log2FoldChange","padj"
"NSUN4",-0.0530648651438991,1
"FAAH",-0.265055147662601,1
"MKNK1",0.0226795492482584,1
"MOB3C",0.65775457432008,1
"ATPAF1",0.0370571731839635,1
"EFCAB14",0.105133393111624,1
"STIL",0.324551963583223,1
"CMPK1",0.00843541769583195,1
"FOXD2-AS1",-1.04439028860021,1
"FAF1",0.325746503760252,1
"CDKN2C",1.52108249427672,1
"RNF11",0.365374446124251,1
"TTC39A",0.698621105246498,1
"EPS15",-0.0612167886605855,1
"OSBPL9",0.233738785707628,1
"NRDC",0.204918280616866,1
"LOC105378721",0.217126326316534,1
"TXNDC12",0.0323680516545901,1
"KTI12",0.268680463838103,1
"BTF3L4",-0.373697805533945,1
"ZFYVE9",-0.119752935421805,1
"CC2D1B",0.0731790923536178,1
"ORC1",0.152044789022592,1
"PRPF38A",0.0672225109430203,1
"TUT4",-0.121474568494473,1
"GPX7",-0.404435479463713,1
"SHISAL2A",-0.838022530962085,1
"COA7",-0.57560348721546,1
"ZYG11B",-0.303049428161617,1
"SCP2",-0.0456144948883994,1
"CPT2",0.307029284686733,1
"CZIB",0.112685335732283,1
"MAGOH",0.125832937707004,1
"LRP8",-0.54274752312996,1
"NDC1",-0.22631040434198,1
"YIPF1",0.247613369728808,1
"HSPB11",-0.0172393212857892,1
"LRRC42",-0.0665964264549127,1
"TMEM59",0.284294769958431,1
"TCEANC2",-0.0242926804554233,1
"CYB5RL",-0.778508467672572,1
"MRPL37",0.0808909315346318,1
"SSBP3",-0.149164829632868,1
"TTC4",0.873002361976274,1
"PARS2",0.0642528262193764,1
"DHCR24",-0.518132437759457,1
"USP24",-0.420142176641139,1
"OMA1",-0.342802278345834,1
"MYSM1",0.236144094703662,1
"JUN",4.1107527487625,2.5437560502438e-11
"FGGY",1.11864823975476,1
"NFIA",-0.722842108937112,1
"TM2D1",0.157452694512921,1
"USP1",-0.0733295901807377,1
"DOCK7",-0.440657075424788,1
"ATG4C",-0.210617444964009,1
"ALG6",0.0576484534798052,1
"ITGB3BP",0.177500350530973,1
"EFCAB7",0.694691226874363,1
"PGM1",0.0684788363951583,1
"ROR1",-1.08141986960601,1
"RAVER2",0.154924567024997,1
"JAK1",0.574157627628762,1
"AK4",0.238854584903433,1
"DNAJC6",0.196610179514266,1
"LEPROT",-0.0509060670365264,1
"LEPR",-0.0294558948083445,1
"PDE4B",3.40448764926622,1.12788202872783e-13
"MIER1",0.599911347293374,1
"SLC35D1",-0.314516560822015,1
"SERBP1",-0.202756623494417,1
"GADD45A",0.411855818013781,1
"DEPDC1",-0.1627907134448,1
"LRRC7",0.20401272752877,1
"LRRC40",0.0271980412171401,1
"SRSF11",0.128604927916269,1
"ANKRD13C",-0.308723458894971,1
"HHLA3",0.0324246282904575,1
"CTH",0.181303387309768,1
"ZRANB2",0.243717171575178,1
"NEGR1",-0.443184477517714,1
"LRRIQ3",-0.0565765859782584,1
"FPGT",-0.0534129687800485,1
"CRYZ",-0.128568811228041,1
"TYW3",0.00624114062379546,1
"ACADM",-0.33047399670691,1
"RABGGTB",-0.124609915426552,1
"PIGK",-0.136149454411251,1
"AK5",-0.444106708094936,1
"ZZZ3",0.0617872115179307,1
"USP33",0.241835353788611,1
"MIGA1",-0.09322340212102,1
"NEXN",1.09561946695523,1
"FUBP1",0.0617026467359664,1
"DNAJB4",1.7670848227587,1
"IFI44L",1.49707462472563,1
"IFI44",3.4015542186023,5.15548189956429e-20
"PRKACB",-0.567247153489081,1
"SAMD13",-0.277205870046462,1
"RPF1",-0.0313078053054629,1
"GNG5",0.708993090646998,1
"CTBS",0.388363874647185,1
"SSX2IP",-0.0611039974959997,1
"MCOLN2",0.201417095637983,1
"WDR63",0.178896028982407,1
"C1orf52",0.0906102385387632,1
"BCL10",0.31457995418204,1
"ZNHIT6",-0.153697911245933,1
"COL24A1",-0.615803743789629,1
"ODF2L",0.256974644302165,1
"SH3GLB1",0.311238456476274,1
"SELENOF",0.14437206593915,1
"HS2ST1",-0.183138997853353,1
"LMO4",0.173582584232617,1
"PKN2",0.396624078883654,1
"GTF2B",0.401314648280298,1
"KYAT3",0.496893080703669,1
"RBMXL1",0.258431901683864,1
"GBP3",0.323088428580337,1
"GBP2",1.41998412324834,1
"GBP4",7.41206442583392,8.07761764818075e-16
"GBP5",7.2758792448106,4.16696476304268e-15
"LRRC8B",0.0597962339128306,1
"LRRC8C-DT",-0.298149261890261,1
"LRRC8C",-0.518048982252113,1
"LRRC8D",-0.398664443805176,1
"ZNF326",-0.197053687823188,1
"ZNF644",0.0574542555666666,1
"CDC7",-0.207101509113962,1
"KIAA1107",-0.0997413324952809,1
"BTBD8",-0.0997413324952809,1
"GLMN",-0.0351601601596528,1
"RPAP2",0.0357069723098946,1
"GFI1",-0.442701654088945,1
"EVI5",-0.16748078105818,1
"RPL5",-0.12557067721039,1
"DIPK1A",0.786214192717529,1
"MTF2",0.41863292933658,1
"TMED5",0.411445761125254,1
"CCDC18",-0.293904110947768,1
"DR1",-0.0545530171879808,1
"FNBP1L",-0.493795805039645,1
"BCAR3",-0.29461765833512,1
"MIG7",-0.29461765833512,1
"DNTTIP2",0.392674224403513,1
"GCLM",0.188561362363192,1
"ABCD3",-0.208967548737025,1
"F3",0.438771199893593,1
"ALG14",-0.182336331141396,1
"RWDD3",0.193706737923634,1
"PTBP2",0.024174236608464,1
"DPYD",0.145798152849731,1
"FRRS1",0.94022403280131,1
"AGL",0.639965539988768,1
"SLC35A3",0.131878693526873,1
"MFSD14A",2.11775587231983,1
"SASS6",0.315438037397697,1
"TRMT13",-0.12898145558789,1
"LRRC39",0.364217794646861,1
"DBT",0.179157792181747,1
"RTCA",0.179266335013887,1
"CDC14A",0.521895759570576,1
"EXTL2",0.664557145772072,1
"SLC30A7",0.689029213836856,1
"DPH5",-0.356904818517518,1
"LOC102606465",-0.429314884786631,1
"RNPC3",0.291524407793881,1
"AMY2B",0.156515371019443,1
"PRMT6",-0.10890494336299,1
"NTNG1",0.565331185268698,1
"VAV3",-0.26117994346556,1
"FAM102B",-0.766046534554431,1
"HENMT1",-0.425882811357027,1
"PRPF38B",-0.306750969150528,1
"STXBP3",0.330985580226589,1
"GPSM2",-0.288997243182328,1
"CLCC1",0.0997339565628944,1
"WDR47",-0.461873204446996,1
"TAF13",0.200386248516508,1
"TMEM167B",0.119150534048745,1
"SARS1",-0.06924353276286,1
"PSRC1",-0.418784115642729,1
"SORT1",-0.68996069826344,1
"PSMA5",0.264824593260269,1
"ATXN7L2",0.3368925117724,1
"CYB561D1",0.384259359518263,1
"GNAI3",0.0864103954360907,1
"AMPD2",-0.494464000427149,1
"GSTM4",0.00933180521467233,1
"GSTM2",0.483554642413925,1
"GSTM1",0.764246804437304,1
"AHCYL1",0.457069694447998,1
"STRIP1",0.354520785278581,1
"RBM15",-0.00700496555391066,1
"LAMTOR5",0.0231597549148361,1
"CD53",-0.115640008117578,1
"LRIF1",0.19482535106357,1
"DRAM2",-0.182309106221732,1
"CEPT1",-0.0806650492388327,1
"DENND2D",-0.410871755078687,1
"CHI3L2",0.247455030856733,1
"OVGP1",-0.428082772647723,1
"WDR77",-0.146847032578257,1
"ATP5PB",-0.0509208656663183,1
"C1orf162",-0.306511284035204,1
"RAP1A",-0.139068383375412,1
"INKA2",-0.722628825290615,1
"DDX20",0.279184853577836,1
"CTTNBP2NL",0.305066007275778,1
"WNT2B",-0.423346578044231,1
"ST7L",0.19058966968209,1
"CAPZA1",0.0386766569621706,1
"MOV10",0.360739292272634,1
"RHOC",-0.101983361012429,1
"PPM1J",-0.360824637649896,1
"LRIG2",0.0890099448484141,1
"MAGI3",-0.0519137853156749,1
"PHTF1",0.143332026849368,1
"RSBN1",-0.0833537262951171,1
"PTPN22",-0.792631050866071,1
"AP4B1-AS1",0.261611893619023,1
"BCL2L15",-0.259893902503417,1
"AP4B1",-0.0175290739213294,1
"DCLRE1B",-0.351164572658936,1
"HIPK1",-0.0603394836536713,1
"TRIM33",0.0603354745026473,1
"BCAS2",0.424235831270646,1
"NRAS",0.326846778673855,1
"CSDE1",-0.0141164759800086,1
"SIKE1",0.039265885547866,1
"TSPAN2",-0.366796873931277,1
"VANGL1",0.0919644832341395,1
"ATP1A1",-0.0832115425139753,1
"ATP1A1-AS1",0.0129306384651301,1
"CD58",0.347294819694256,1
"PTGFRN",-0.429331408612989,1
"TTF2",0.219400458577091,1
"TRIM45",0.166804960416569,1
"MAN1A2",-0.28562927151916,1
"TENT5C",-0.937056892671232,1
"GDAP2",0.247096457169012,1
"WDR3",-0.451625568489559,1
"WARS2",0.295224220667648,1
"WARS2-AS1",-0.416200759338772,1
"ZNF697",1.03848926149473,1
"NOTCH2",0.0361965856182196,1
"SEC22B",0.359820170244419,1
"NBPF8",-0.319416866669949,1
"NBPF26",-0.329800486043486,1
"FAM72B",-0.175563690214848,1
"SRGAP2C",0.307783917876002,1
"H3-2",0.100989710403486,1
"FAM72C",-0.0691317721936064,1
"NBPF15",-0.437226887443641,1
"SRGAP2B",0.105742512774598,1
"FAM72D",-0.0512933760602679,1
"NBPF20",-0.00900820425225428,1
"NBPF25P",-0.268658675970442,1
"GPR89A",0.0576099431521019,1
"PDZK1",0.54962810465512,1
"CD160",0.776001262749317,1
"RNF115",0.140677644313836,1
"POLR3C",-0.0721041151195422,1
"NUDT17",-0.454213174214446,1
"PIAS3",0.261619248444545,1
"ANKRD35",0.0407274900425194,1
"ITGA10",0.829322375849438,1
"PEX11B",0.650690565338778,1
"RBM8A",0.0521131644273171,1
"GNRHR2",-0.2928906909021,1
"LIX1L",-0.00834835519546212,1
"ANKRD34A",-0.71305141798552,1
"POLR3GL",0.135736882063701,1
"TXNIP",0.0339322425712245,1
"NBPF10",-0.237915521344081,1
"NBPF12",-0.181928188307356,1
"PRKAB2",0.390828883832776,1
"FMO5",0.300456770242369,1
"CHD1L",-0.0491199696446215,1
"LINC00624",0.511132484133615,1
"BCL9",0.316725037342024,1
"GPR89B",0.236770881306684,1
"NBPF11",-0.00159948207994519,1
"NBPF14",-0.0916418648027623,1
"PDE4DIP",-0.412571057758315,1
"NBPF9",-0.305780982824984,1
"NOTCH2NLC",-0.534173720445482,1
"LINC00869",0.348632515777679,1
"FCGR1A",0.735363571364867,1
"H2BC20P",-0.757415482102514,1
"H2BC21",-0.268997598818256,1
"H2AC20",-0.0302558993540707,1
"BOLA1",-0.175260335547622,1
"SF3B4",0.391293085290467,1
"MTMR11",0.633980559926437,1
"OTUD7B",0.521521770698382,1
"VPS45",-0.0269231358070326,1
