"","log2FoldChange","padj"
"ZNF684",0.2512447371675,1
"RIMS3",0.323279285031247,1
"NFYC",-0.29809614106611,1
"CTPS1",0.0149144626727374,1
"SLFNL1-AS1",0.0195642470027911,1
"SCMH1",0.207006334852611,1
"HIVEP3",0.50800831031444,1
"FOXJ3",0.170530986780179,1
"PPCS",-0.0228234956152805,1
"PPIH",0.0858866221466661,1
"YBX1",0.0809869438499832,1
"P3H1",0.0397438061525456,1
"C1orf50",0.515662737076448,1
"SVBP",-0.265755697986667,1
"ERMAP",-0.449621211064582,1
"ZNF691",-0.399427782640186,1
"SLC2A1",-0.0721142185243831,1
"EBNA1BP2",-0.297512499151832,1
"CDC20",0.50398478513101,1
"ELOVL1",-0.414091884310577,1
"MED8",-0.327312278268255,1
"SZT2",-0.697614620812387,1
"KDM4A",-0.122745683110703,1
"ST3GAL3",0.362330576088785,1
"ARTN",1.57319340550607,1
"IPO13",0.151812542343111,1
"DPH2",-0.238987280803369,1
"ATP6V0B",-0.225063655961706,1
"B4GALT2",0.501060861445153,1
"CCDC24",0.400963529095955,1
"SLC6A9",-0.126950626450825,1
"DMAP1",-0.0904364607890945,1
"ERI3",0.188158968502828,1
"RNF220",0.00195342202595827,1
"TMEM53",-0.0992741930922301,1
"ARMH1",1.10935052105845,1
"KIF2C",0.213005146096591,1
"RPS8",0.0469183981249698,1
"PLK3",-1.63257353727879,1
"TCTEX1D4",-1.57001176123936,1
"BTBD19",-2.69066402862892,0.021024580059931
"EIF2B3",-0.101023196801788,1
"HECTD3",-0.807922419109529,1
"UROD",-0.0876996875791508,1
"HPDL",0.40916581573106,1
"MUTYH",0.226979218310286,1
"TOE1",-0.0191855616599581,1
"TESK2",-0.500866670253258,1
"CCDC163",1.01565214090264,1
"MMACHC",0.146961617168962,1
"PRDX1",-0.137381696812604,1
"AKR1A1",-0.0565183305339154,1
"NASP",-0.105071173430967,1
"CCDC17",-1.13199372348413,1
"GPBP1L1",0.00507467237098552,1
"TMEM69",-0.102598004061002,1
"IPP",0.532606464195749,1
"MAST2",0.159994766681268,1
"PIK3R3",-0.722525589567077,1
"POMGNT1",-0.150041655341802,1
"RAD54L",-0.120685480762394,1
"LRRC41",-0.285554714365376,1
"UQCRH",0.157918956910923,1
"NSUN4",-0.151713971020004,1
"FAAH",0.879138950836557,1
"LINC01398",0.2699750263666,1
"MKNK1",-0.4762131216933,1
"MOB3C",-1.71895953108202,1
"ATPAF1",0.267037030019041,1
"EFCAB14",-0.316874249765886,1
"STIL",0.217534833840845,1
"CMPK1",0.0975431728883203,1
"FOXD2-AS1",0.47005809522694,1
"FAF1",0.327564517800485,1
"CDKN2C",0.518563317408461,1
"RNF11",-0.170403436446429,1
"TTC39A",-1.91365718607187,1
"EPS15",-0.189686784787406,1
"OSBPL9",-0.0746734972459175,1
"NRDC",-0.34097530801866,1
"TXNDC12",-0.131581168712515,1
"KTI12",-0.250267319968784,1
"BTF3L4",0.578621184239062,1
"ZFYVE9",0.909723573475373,1
"CC2D1B",-0.573583865540191,1
"ORC1",-0.183385907688446,1
"PRPF38A",0.219964067351405,1
"TUT4",0.307518699876616,1
"GPX7",0.391600790870681,1
"SHISAL2A",1.04384395670096,1
"COA7",0.278754538651101,1
"ZYG11B",0.516338676219671,1
"SCP2",-0.114653365888247,1
"CPT2",-0.33853890785658,1
"CZIB",0.130564071355982,1
"MAGOH",-0.0218612674084752,1
"LRP8",0.234221212050545,1
"NDC1",0.343252020593666,1
"YIPF1",-0.691986322960001,1
"HSPB11",-0.131045817467379,1
"LRRC42",-0.485346613701816,1
"TMEM59",-0.344273763744799,1
"TCEANC2",-0.233534600751678,1
"CYB5RL",0.544476532305841,1
"MRPL37",-0.172018282408719,1
"SSBP3",-0.391089809762903,1
"TTC4",0.157830626924978,1
"PARS2",-0.0358272544754159,1
"DHCR24",0.82395742499159,1
"USP24",0.138471925282876,1
"OMA1",-0.0677939680205557,1
"MYSM1",0.140291824621905,1
"JUN",-3.47279046814802,0.0129275145596354
"FGGY",-0.402364822442025,1
"NFIA",0.432786409993681,1
"TM2D1",0.152420805551622,1
"USP1",0.477710603350178,1
"DOCK7",0.0968190653812531,1
"ATG4C",-0.278654580370599,1
"ALG6",0.376487438134583,1
"ITGB3BP",0.486286643007183,1
"EFCAB7",-0.219622830232713,1
"PGM1",-0.219930675614479,1
"ROR1",0.297832790418216,1
"RAVER2",0.564146811466718,1
"JAK1",-0.92886543308865,1
"AK4",0.747601732951053,1
"DNAJC6",0.368539378646936,1
"LEPROT",-0.307967181345554,1
"LEPR",0.567224900558419,1
"PDE4B",-1.68283477542548,1
"MIER1",-0.402959516762813,1
"SLC35D1",0.0841393115462525,1
"SERBP1",0.137388450014051,1
"GADD45A",-0.0488106062652928,1
"DEPDC1",1.19593632584951,1
"LRRC7",0.0224703062065632,1
"LRRC40",0.378047362663726,1
"SRSF11",0.127405337007353,1
"ANKRD13C",-0.132286161060077,1
"HHLA3",-0.0345599388448652,1
"CTH",0.263154135354258,1
"ZRANB2",0.117133635612372,1
"NEGR1",4.24710198413971,0.320971488056337
"LRRIQ3",1.2343573781569,1
"FPGT",-0.0137684438743647,1
"CRYZ",0.0681704704559314,1
"TYW3",0.219666783638521,1
"ACADM",0.0192332773481667,1
"RABGGTB",-0.023144306746506,1
"PIGK",0.277163494136564,1
"AK5",2.20962636709959,1
"ZZZ3",0.0514983472919031,1
"USP33",-0.0888212094012451,1
"MIGA1",-0.403809743176214,1
"NEXN",-1.61951595372669,1
"FUBP1",-0.165738919842062,1
"DNAJB4",-0.801106210839166,1
"IFI44L",-12.4707219722606,5.39838846237214e-67
"IFI44",-11.8655660770597,6.05040763039055e-20
"PRKACB",0.0640849310193636,1
"SAMD13",0.765505271907641,1
"RPF1",0.0989175580541748,1
"GNG5",-1.91344599065432,1
"CTBS",-1.0761254809584,1
"SSX2IP",0.489057634923323,1
"MCOLN2",-0.766711743957474,1
"WDR63",-1.9910424048467,1
"C1orf52",-0.089138148664919,1
"BCL10",-0.0784701649232147,1
"ZNHIT6",0.244833070175544,1
"COL24A1",-0.109114156769265,1
"ODF2L",-0.167235769171479,1
"SH3GLB1",-0.458595669979093,1
"SELENOF",0.246572301492111,1
"HS2ST1",0.533090768164604,1
"LMO4",0.381411202566942,1
"PKN2",-0.25148692474373,1
"GTF2B",-0.404057891893708,1
"KYAT3",-0.4406971662671,1
"RBMXL1",-0.00641474719512125,1
"GBP3",-2.74127200215173,1
"GBP4",-7.55885965548153,0.000464226811433794
"LRRC8B",-0.1484545800988,1
"LRRC8C-DT",0.580397176531221,1
"LRRC8C",0.281573751025445,1
"LRRC8D",0.671672416418216,1
"ZNF326",0.28477977814507,1
"ZNF644",0.0552396083226745,1
"CDC7",0.647775567117704,1
"TGFBR3",2.35886266487529,1
"KIAA1107",0.277928362995559,1
"BTBD8",0.277928362995559,1
"GLMN",0.399897862992944,1
"RPAP2",0.230593079015593,1
"GFI1",0.995433715384878,1
"EVI5",0.00633884576442305,1
"RPL5",0.196319108078398,1
"DIPK1A",-0.859105185273531,1
"MTF2",-0.13942442491715,1
"TMED5",0.0925414327116004,1
"CCDC18",0.420732205213151,1
"DR1",0.306071213183081,1
"FNBP1L",-0.0404069777492032,1
"BCAR3",-1.8301392374315,1
"MIG7",-1.8301392374315,1
"DNTTIP2",-0.273060442692808,1
"GCLM",0.23139522099954,1
"ABCD3",0.19709185474559,1
"F3",0.931063388992561,1
"ALG14",-0.132971810075331,1
"RWDD3",0.32336011159309,1
"PTBP2",0.330988460503703,1
"DPYD",0.579996463401758,1
"FRRS1",-1.50999776498591,1
"AGL",-0.381086660487312,1
"SLC35A3",0.461666211120281,1
"MFSD14A",-0.799771763159489,1
"SASS6",0.443432774069949,1
"TRMT13",0.0854104467464386,1
"LRRC39",0.389669664908747,1
"DBT",0.17934445813253,1
"RTCA",-0.43939233958779,1
"CDC14A",-0.19837307564214,1
"VCAM1",-8.4088985138129,9.27854025223622e-06
"EXTL2",-1.55450964197827,1
"SLC30A7",-0.293038535408726,1
"DPH5",0.034607050179589,1
"LOC102606465",0.0125144947444843,1
"S1PR1",-7.58210026321374,0.000418659221855738
"RNPC3",0.0729088806706726,1
"AMY2B",0.131337601674077,1
"PRMT6",0.398547790147103,1
"NTNG1",1.22718983550759,1
"VAV3",0.611483917492991,1
"FAM102B",-0.0371200450718346,1
"HENMT1",0.500251682950436,1
"PRPF38B",0.442618760903896,1
"STXBP3",0.165132674515635,1
"GPSM2",0.836528865684253,1
"CLCC1",-0.520122933952446,1
"WDR47",0.226940959602038,1
"TAF13",-0.635304631071012,1
"TMEM167B",-0.468083620372697,1
"SARS1",-0.0881290776695089,1
"PSRC1",1.25861028766284,1
"SORT1",0.86368657055828,1
"PSMA5",-0.392609439256317,1
"ATXN7L2",0.00978286570309657,1
"CYB561D1",-0.307277887073347,1
"GNAI3",0.146478484433847,1
"AMPD2",-0.15228022816148,1
"GSTM4",-0.164682531428608,1
"GSTM2",1.3622871811191,1
"GSTM1",-0.125240463492829,1
"AHCYL1",-0.106501007179328,1
"STRIP1",-0.304900815662404,1
"RBM15",0.111618775627054,1
"LAMTOR5",-0.270238501513578,1
"CD53",-0.363122319882934,1
"LRIF1",0.0239420452709315,1
"DRAM2",0.397064375060415,1
"CEPT1",0.31185747765463,1
"DENND2D",0.943239236832143,1
"CHI3L2",-0.380396993190023,1
"OVGP1",0.556829006649474,1
"WDR77",-0.244602939447521,1
"ATP5PB",-0.0496247597211668,1
"C1orf162",-0.167970963985469,1
"ADORA3",-4.05195270083933,0.182111670751095
"RAP1A",-0.264614534364411,1
"INKA2",0.324773280738848,1
"DDX20",0.0265026540941358,1
"CTTNBP2NL",-0.650983876611386,1
"ST7L",-0.0458507971680385,1
"CAPZA1",-0.257328091850672,1
"MOV10",-2.08297354814875,1
"RHOC",-0.585405488089298,1
"PPM1J",0.680659887564544,1
"LRIG2",-0.125098918576422,1
"MAGI3",0.313187468006411,1
"PHTF1",-0.0532167382368261,1
"RSBN1",0.565226711050411,1
"PTPN22",-0.695172482518679,1
"AP4B1-AS1",0.454568755135759,1
"BCL2L15",0.521764684906901,1
"AP4B1",-0.229181948344159,1
"DCLRE1B",0.399714525473205,1
"HIPK1",0.479522438857847,1
"TRIM33",0.0186581692471798,1
"BCAS2",-0.0303361302056698,1
"NRAS",0.0147084516610409,1
"CSDE1",-0.511502798091762,1
"SIKE1",0.108069987150865,1
"TSPAN2",0.515103077223768,1
"VANGL1",0.380891318292865,1
"SLC22A15",1.25240684949736,1
"ATP1A1",-0.0379492093995279,1
"ATP1A1-AS1",-0.103589835019717,1
"CD58",-0.988140880532428,1
"PTGFRN",0.449144230566291,1
"TTF2",-0.267634164516765,1
"TRIM45",0.974931362233085,1
"MAN1A2",0.159740628421457,1
"TENT5C",1.24409257774277,1
"GDAP2",-0.576953008259539,1
"WDR3",-0.0801267377202059,1
"WARS2",-0.0340148883139623,1
"WARS2-AS1",0.705857834179785,1
"NOTCH2",-1.54813505708748,1
"SEC22B",-0.321798185795583,1
"NBPF8",-0.338689591841405,1
"NBPF26",-0.858395437112192,1
"FAM72B",0.446457567479115,1
"SRGAP2C",-0.643329056091963,1
"H3-2",-1.14364789923008,1
"FAM72C",0.805261172007219,1
"NBPF15",-0.12746393761871,1
"SRGAP2B",-0.857203674055761,1
"FAM72D",0.597377096172732,1
"NBPF20",-0.0526432133228739,1
"NBPF25P",0.476490125307135,1
"GPR89A",0.0998412224423152,1
"RNF115",-0.0313068306869994,1
"POLR3C",0.059189662554223,1
"NUDT17",1.12530753020074,1
"PIAS3",-0.103798200748234,1
"ANKRD35",1.72755705670599,1
"ITGA10",-1.16310941897303,1
"PEX11B",-0.357652292892267,1
"RBM8A",-0.0696256050004819,1
"GNRHR2",1.14729046117608,1
"LIX1L",0.459999224384632,1
"ANKRD34A",0.010015841645088,1
"POLR3GL",-0.162013221772737,1
"TXNIP",-0.436514447166412,1
"NBPF10",-1.12525003961957,1
"NBPF12",-0.195679566749119,1
"PRKAB2",0.094152786442571,1
"FMO5",1.0974142231957,1
"CHD1L",0.0772149772393161,1
"LINC00624",0.24119760287342,1
"BCL9",-0.224124138451168,1
"GPR89B",-0.0401883335496803,1
"NBPF11",-0.0722398515425248,1
"NBPF14",-1.33793417432275,1
"PDE4DIP",-0.782391415632561,1
"NBPF9",-0.487535072339421,1
"NOTCH2NLC",-0.277652058027715,1
"LINC00869",-0.599762621502143,1
"H2BC18",-2.80583921511675,1
"H2BC20P",-0.0381167854897405,1
"H2BC21",-2.49539712396308,1
"BOLA1",-0.301913374458327,1
"SF3B4",-0.450936452703136,1
"MTMR11",-0.993918283278266,1
"OTUD7B",-0.440675288244015,1
"VPS45",-1.05573730751449,1
"PLEKHO1",-1.51100554859663,1
"ANP32E",0.219591438511015,1
"CA14",0.113255665995734,1
"APH1A",-0.1759126246237,1
"C1orf54",-0.566871392810592,1
"MRPS21",-0.0332914683633855,1
"PRPF3",-0.110772094796078,1
"RPRD2",0.0498055574968469,1
"TARS2",-0.29916937989532,1
"ECM1",0.535787923469231,1
"MCL1",-1.40851335560807,1
"ENSA",0.0684906241505024,1
"GOLPH3L",0.130251900503541,1
"CTSS",-0.941874728975843,1
"CTSK",0.19163264719034,1
"ARNT",0.364293090963043,1
"SETDB1",0.014391754219145,1
"CERS2",-0.0793960524813134,1
"ANXA9",0.705293334385628,1
"MINDY1",0.0318894208369836,1
"PRUNE1",0.129829401473828,1
"BNIPL",0.0644103050046875,1
"C1orf56",-0.19378817632725,1
"CDC42SE1",-0.608616547344978,1
"MLLT11",-0.444512101892076,1
"GABPB2",0.809676520958936,1
"TNFAIP8L2",0.577151910724202,1
"SCNM1",-0.0435256710266351,1
"TNFAIP8L2-SCNM1",-0.0435256710266351,1
"LYSMD1",-0.111220753445957,1
"TMOD4",0.376111563193448,1
"VPS72",-0.200844299439392,1
"PIP5K1A",-0.287512692262449,1
"PSMD4",-0.307497115169575,1
"ZNF687",-0.0756259747112874,1
"PI4KB",-0.634132328290368,1
"RFX5",-0.497654094271363,1
"PSMB4",-0.370839040677799,1
"POGZ",-0.288669452883797,1
"CGN",-3.51754581767141,7.28888988669365e-06
"TUFT1",-0.673667514693762,1
"SNX27",-0.24597929175898,1
"MRPL9",-0.0770210833241858,1
"TDRKH",0.377174543359014,1
"THEM4",-0.290296912108395,1
"S100A10",-0.757594277232953,1
"S100A11",-0.812384021481361,1
"S100A6",-1.61625964919521,1
"S100A4",0.335329652980886,1
"S100A3",-1.64512510911063,1
"S100A13",-1.12355622641257,1
"S100A1",-0.443714603371908,1
"CHTOP",-0.177653833544531,1
"SNAPIN",-0.284007470353691,1
"ILF2",0.151704282504521,1
"GATAD2B",-0.0318440094459063,1
"LOC101928059",-0.113918766714753,1
"DENND4B",-0.819212709376355,1
"CRTC2",-1.04282348098485,1
"SLC39A1",-0.336521073943315,1
"CREB3L4",1.02921681561826,1
"JTB",-0.232979547750431,1
"RAB13",-1.81401701278369,1
"RPS27",0.15354472158396,1
"TPM3",-0.29996677365061,1
"C1orf43",-0.0301059857525219,1
"UBAP2L",-0.221825693044261,1
"HAX1",-0.307774637813594,1
"ATP8B2",0.278227238577909,1
"IL6R",0.772447711934555,1
"UBE2Q1",-0.376036660406587,1
"UBE2Q1-AS1",-0.197937033926063,1
"ADAR",-1.65525450260465,1
"PMVK",0.329170651411044,1
"PBXIP1",-0.370941412496812,1
"PYGO2",0.101852445594156,1
"SHC1",-0.243939511170613,1
"CKS1B",0.25531415801351,1
"FLAD1",-0.535221917636198,1
"ZBTB7B",-0.547495483404134,1
"ADAM15",0.450876077568176,1
"EFNA4",-0.16196171501602,1
"EFNA3",0.681049298428826,1
"SLC50A1",0.0901746090834895,1
"DPM3",-0.0747932268969089,1
"KRTCAP2",0.430083067228629,1
"MUC1",-1.53227531585192,1
"THBS3",-0.464194200435735,1
"MTX1",-0.42161867350733,1
"GBAP1",0.503666560985792,1
"GBA",-0.459816266307055,1
"FDPS",0.0016044354493421,1
"RUSC1-AS1",0.125981565274718,1
"RUSC1",0.206648541100808,1
"ASH1L",-0.294414776919222,1
"ASH1L-AS1",-1.16379613372111,1
"MSTO1",0.185309423790571,1
"YY1AP1",-0.484132503706535,1
"DAP3",-0.233544793847545,1
