"","log2FoldChange","padj"
"ADAM15",0.0716608057824485,1
"EFNA4",0.222861743445121,1
"EFNA3",-0.888083454114185,1
"SLC50A1",0.0167861371689215,1
"DPM3",0.705288370803596,1
"KRTCAP2",0.344752297623713,1
"MUC1",0.456385640000865,1
"THBS3",0.419884934019945,1
"MTX1",0.19259328329918,1
"GBAP1",-0.302341299792446,1
"GBA",0.327723157181174,1
"FDPS",-0.188105884287734,1
"RUSC1-AS1",-0.417073244983909,1
"RUSC1",0.0892790427612712,1
"ASH1L",-0.0939563931857777,1
"ASH1L-AS1",0.152423277482847,1
"MSTO1",0.335321384745676,1
"YY1AP1",0.237346711090651,1
"DAP3",-0.0315680249971533,1
"GON4L",0.28995417831953,1
"RIT1",0.0915564064728622,1
"KHDC4",-0.0853923075926808,1
"ARHGEF2",0.016459566754989,1
"SSR2",0.350670211339966,1
"UBQLN4",-0.253462732261075,1
"LAMTOR2",0.101509708160016,1
"MEX3A",-0.740621093157129,1
"LMNA",-0.047723195204591,1
"SEMA4A",-0.429305497837833,1
"SLC25A44",0.170436779492191,1
"PMF1",0.0867980072675973,1
"PAQR6",0.275471280414634,1
"SMG5",0.0573785948610548,1
"TMEM79",0.0647623976728807,1
"GLMP",0.0731450226567492,1
