"","Symbol","xRNA16h","xRNA6h","pUUC16h","pUUC6h","R84816h","R8486h"
"2584","FAM193A",-0.169896803714114,0.292701800310301,-0.186048247695911,0.269485347947563,-0.102516895440683,-0.316455168437884
"2585","TNIP2",0.575343686000716,0.4657479606282,0.224972065243676,0.441847337690917,-0.805820257051229,-0.496147746964501
"2586","SH3BP2",0.664936484778025,0.160605607236649,0.726485212919808,0.175910964639103,-0.57331419040171,-0.285132772467469
"2587","ADD1",-0.0728972211739708,-0.0240580527917162,-0.169843607052676,0.0048161167030936,-0.444634894696686,-0.791149281618475
"2588","MFSD10",0.128443576773361,0.326568420794964,-0.669922350816878,-0.165273233831387,0.262808385289354,1.27814024006397
"2589","NOP14",0.458868886010856,-0.174431559608112,0.325683022552892,-0.155934370273535,0.00509053418888581,0.913616909163528
"2590","GRK4",-0.132007480510937,-0.451872528253775,-0.106700284107925,-0.487951486400754,0.682854038198769,1.49365721132809
"2591","HTT",-0.198493903567584,-0.0607451986567685,0.124239924302334,-0.0732193301006808,-0.665789996838804,-0.19296088303373
"2592","RGS12",-0.48303838055988,-0.0694171722882971,-0.776468266315154,-0.282055452774505,0.949711711523724,0.057983681582546
"2593","LRPAP1",0.456300512555735,0.185157856836496,0.0869507418840005,-0.014502710422994,-0.387629362126025,0.223556018037739
"2594","FAM86EP",0.0943479979202898,-0.347119085300507,0.194830537227361,-0.415381108972074,-0.108605530953073,1.13744594078575
"2595","TMEM128",0.150241284900499,0.0359344901345024,0.109451092521398,0.0471094530667723,-0.0919323249350158,-0.315895701672053
"2596","LYAR",0.85828233845072,-0.41026868738087,0.814099171756589,-0.414073665184359,0.180867540831192,0.749712274431383
"2597","ZBTB49",0.298698482173059,0.138463572295958,0.4087848982785,0.183136603610949,0.00358674304016342,-0.818648178371838
"2598","STX18",0.352715038032512,0.325061773333565,0.309913509666324,0.513843866171642,-0.319512747674955,-0.316563539611697
"2599","STX18-AS1",-0.580514853116376,0.111049864148652,-0.14540088053609,-0.280426466597485,-0.495735279571108,1.07370516509333
"2600","MAN2B2",0.312610560798695,0.184807052326198,0.150872290152867,0.0718841494374951,-0.762964640952816,-0.187379649561932
"2601","MRFAP1",0.432970719124435,0.319630552662403,0.32400719170525,0.41801061213944,-0.228323574120545,-0.41393349587504
"2602","LOC93622",0.142015099867028,-0.533175923687317,0.0764453327301896,-0.456831467279469,0.472415839314951,1.16959171967814
"2603","MRFAP1L1",0.284419791158954,0.104522817119965,0.129553783645283,0.0687513955849105,0.0367815046168697,0.0643943302683088
"2604","BLOC1S4",-0.0722765006193127,-0.261578056155267,-0.333751323185375,-0.0984178080162893,-0.211092192481446,-0.00175479358056323
"2605","KIAA0232",-0.258570214747388,-0.319965556656486,-0.217161999888709,-0.382068802331198,0.0485955390047777,-0.356824804680119
"2606","TBC1D14",-0.360326526209592,-0.840662195410737,-0.437722602465294,-1.05224478758054,0.550652423200681,1.69934529600377
"2607","TADA2B",-0.0666592358308194,-0.00504710951029028,-0.216976004750821,-0.157414577313004,-0.20013711542603,0.105255017379674
"2608","GRPEL1",0.289229691211237,-0.480478430839714,0.288912258293444,-0.444515166647522,-0.217782427081578,0.224318682487403
"2609","SH3TC1",-0.324275490998251,0.90987496797093,-0.781173607323496,0.499354143492006,-2.20596362903699,0.0797068726657502
"2610","ACOX3",0.282743481610031,0.134698661553899,0.0597154304375364,0.0722786079364812,-0.420902906846448,0.623617321578959
"2611","TRMT44",0.200262235985796,0.441118082445651,0.294714112430446,0.381702548446886,0.0362411114797339,1.17429210009871
"2612","SLC2A9",-0.591160003849209,-0.524916363035344,-0.748144767078632,-0.805471377112106,0.408724373955654,1.2540718260029
"2613","WDR1",0.277145117023297,-0.00715097658004962,0.116583680645259,0.0143654265761772,-0.819158221299822,-1.15438735719571
"2614","RAB28",-0.323298116717118,-0.0586102952102006,-0.322282548691947,-0.06673769384437,0.14540801761384,-0.216049059885082
"2615","BOD1L1",-0.449775293254807,-0.0170846549333816,-0.104894603583265,-0.00312070396784626,0.200026363583206,-0.135066006601853
"2616","CPEB2",0.937281739813612,0.616674565322578,1.22702914962403,0.855220759955862,-2.16405236115974,-2.8918380416992
"2617","CC2D2A",-0.960915160044779,-0.362995347893454,-0.936784606312024,-0.254035674036286,1.19618709449605,1.00296644252178
"2618","FBXL5",-0.228505933009416,-0.12314886960332,-0.109219853543764,-0.0366136540339787,-0.0102241605480951,-0.164447521914001
"2619","FAM200B",-0.322723888815472,-0.489528805148133,-0.384860487428683,-0.503888024572056,0.60873620988388,0.267752120954272
"2620","CD38",0.816153258309258,0.68431969173668,1.27148208365176,1.21401217616119,-1.52858109057788,-2.11977753118225
"2621","TAPT1",-0.039218161849858,-0.216680196163677,0.00593359201815549,-0.10868625711495,0.0799615970700438,-0.0324854444749938
"2623","QDPR",0.509582131985556,-0.188319787485757,0.359396980104132,-0.0405601762253791,-0.0888307766331004,0.783086938111539
"2624","LAP3",1.01801079144964,0.448146013285934,1.46097093376101,0.937941019583546,-2.19677244150152,-1.70480665595662
"2625","MED28",0.068295863011305,0.128170713336047,0.11173191494689,0.167350205822166,-0.0446676977481302,-0.207693329575748
"2626","DCAF16",-0.394500712965293,-0.15231696203649,-0.166265636581484,-0.187486170293644,0.462559911364361,0.489666319288451
"2627","NCAPG",-0.137142343148406,0.0697098902492565,-0.0256030143580007,0.245432294874893,0.612377825393314,-0.821435384402816
"2628","LCORL",-0.441468794986467,-0.203157529693078,-0.41882787300816,-0.205748553377967,0.576066613379685,-0.066759988725364
"2629","PACRGL",-0.0246416308492739,0.0109978034080203,0.0431152531699035,0.0442220094298368,-0.0713309462034318,0.206582103520914
"2630","ADGRA3",0.22399041456436,-0.639672035184271,0.389873505329063,-0.723476175964168,0.855009159812184,1.81445762806031
"2631","DHX15",0.302137390719198,-0.223474451028319,0.412919566222993,-0.0998582635319043,-0.0619857782491225,-0.149614050371428
"2632","SEPSECS",0.033186102540799,0.164234939088871,0.0779970445707687,0.232459482219111,-0.122909304782573,-0.130982153862918
"2633","PI4K2B",0.668294379237875,0.326504734522913,0.978547989599626,0.78230358894078,-1.50664686497938,-2.2636428190888
"2634","ZCCHC4",0.260774142026445,-0.0498373417418784,0.255474347083897,-0.000542782915071907,0.0545180785773247,-0.138939902774477
"2635","ANAPC4",0.0263401297065746,0.0322838156924503,0.197316057216856,0.00512219723839371,0.0676591010232069,0.0162641332305748
"2636","SEL1L3",0.0660633493860654,-0.124530573544886,0.186961306716051,-0.098094513674786,0.183056055460124,1.43873511347155
"2637","SMIM20",-0.030860861489258,-0.186233596306792,-0.194652719786261,-0.282693132097673,0.157398161082679,0.548494119974858
"2638","RBPJ",-0.546493733213733,-0.252918422225652,-0.598143238096177,-0.132824904878851,0.501614236467932,0.309585295340058
"2639","TBC1D19",-0.301296127811325,0.0503261043314718,0.0424749710228108,-0.174506945543172,0.436339524207468,-0.1829754775858
"2640","STIM2",-0.0375976741850379,0.10072433988156,0.124442381257199,0.191330974683724,-0.158782110458066,-0.0594667270014139
"2641","ARAP2",0.925873094712521,1.7467132385484,1.14057224897981,1.75526233347464,-0.975516242975387,0.100005635428793
"2642","RELL1",-0.310142331318146,0.126561439538782,-0.0966727158012718,0.461613947205752,-0.180763958328165,-0.735050908256181
"2643","PGM2",-0.0481718618861079,0.116268751115896,0.0291285630273902,0.168766639380009,0.213585508742842,0.725724720055785
"2644","TBC1D1",0.322954519967761,0.658767500432025,0.358968765920652,0.802904048334484,-0.247069215226344,-0.545894414813982
"2645","KLF3",-0.0510142812315699,1.62249285108543,-0.126200881077446,1.40763048282532,0.488119562163311,1.0164206373659
"2646","TLR10",-0.415613303432653,-0.723348526476849,-0.588091956548915,-1.14351654805801,0.460557537107673,2.56688066288887
"2647","TLR1",-0.176233378055362,-0.212129435566236,-0.116618993444179,-0.0867914389813212,-1.10634345100371,-0.036222377593436
"2648","TLR6",-0.856295404818245,-0.638842215059684,-0.857205373565895,-0.757207123385972,-0.831422307925451,0.178454617856117
"2649","FAM114A1",-0.808615179744787,-0.188557419850831,-0.847667416647246,-0.575751844382614,0.391270676308071,-0.720629804465721
"2650","TMEM156",0.106640950519093,-0.498713578537855,0.242860275031407,-0.433396545349963,-0.314832328988614,0.765999320024642
"2651","KLHL5",0.0366480630470281,-0.233969629519264,0.0760608549245014,-0.0798006162252349,-0.30783728026033,-0.926218226568762
"2652","WDR19",-0.321371287062805,0.284599180272017,0.0557275829915644,0.491436064080513,0.00376987924416443,-0.272462490323369
"2653","RFC1",-0.196880993046309,0.0514752320005263,-0.00863072352067126,0.204676108409782,-0.103603193100701,-0.759240330632676
"2654","KLB",0.075067946833107,-0.263394221587859,0.61057028036252,-0.51458202930921,1.1918415828635,0.147237453197377
"2655","RPL9",0.131181260648127,-0.0189670110382518,-0.0111128533796653,0.0330024938867609,0.140027910585282,0.0448895939000999
"2656","LIAS",0.0508659367187316,-0.173053325931653,0.15005012267486,-0.2575276403551,0.062372314219553,0.774596767994033
"2657","UGDH",0.275085445604641,0.419429082174701,0.236494902555081,0.455957519727013,-0.438081986045619,-1.71466161951572
"2658","SMIM14",0.571975437693283,0.383327928993614,0.323063424964095,0.292144248224229,-3.10036907645269,-3.6108770954168
"2659","UBE2K",0.0251183360465261,-0.209817839524508,-0.0240168596700164,-0.23631004330345,0.300843105687116,0.0295776503158876
"2660","PDS5A",-0.0842291693493656,0.254475829469243,0.0945540035864277,0.321971322086245,0.161282015226239,-0.175381031431395
"2661","N4BP2",-0.406691748481656,0.0433337183652401,-0.226794612887504,0.111716973686245,0.562934537507048,-0.0518351570601538
"2662","RHOH",0.821555346087732,0.622539618332947,0.724086181584391,0.975325549280964,0.0593444852177614,-1.53422399506549
"2663","RBM47",0.418330243092104,-0.132432258149808,0.290805010142151,-0.164281817885687,-0.104954758290037,-0.0545924871689114
"2664","TMEM33",0.538599230823149,-0.0470348434540182,0.525135153294928,-0.052492041502902,0.072900259815771,0.359772935325421
"2665","SLC30A9",-0.00345804250261135,0.019408570534296,-0.0680171659055189,0.0958683729758538,0.159257237966439,-0.105296641911308
"2666","SHISA3",1.21618894774834,1.2307153947493,0.69089296322698,1.16650012548605,1.52238990517553,0.400824133662749
"2667","ATP8A1",0.138962818552834,-0.0882982997621818,0.599671773653781,0.158318457374418,-1.32754123350036,0.294967756068836
"2668","GUF1",0.183219676951618,-0.294830135362727,0.28857690003894,-0.282739284293615,0.101603228526833,0.549327327133787
"2669","GNPDA2",0.0731477758523763,-0.152701750461103,0.0622062411007373,-0.224646374249828,0.290745643338268,0.265487523730877
"2670","COMMD8",0.064730302162259,-0.280476968930333,-0.0665265209383715,-0.170180841270212,0.235482726359337,0.31956833723684
"2671","ATP10D",0.0013079704052249,0.194119803667485,0.10643362466704,0.194467450453586,-0.285448433042236,-0.00222217303325427
"2672","NFXL1",-0.0857293427450798,-0.112787575613413,0.0280974406356366,8.39422904893953e-05,-0.445683123490093,0.188892064992861
"2674","TEC",-0.360366274808714,-0.366391807021772,-0.0538667632196991,-0.215921457123687,0.56213828380351,0.311054955251897
"2675","SLAIN2",-0.111351653249309,-0.135650892259031,-0.129531205611409,-0.0468110959031534,-0.0557661819685807,-0.370656605112406
"2676","FRYL",-0.434389457131194,-0.0588203227616615,-0.0666802236387844,-0.00495639603267999,-0.169356190647371,-0.611606384909755
"2677","OCIAD1",0.0277684346936319,0.0197076894864608,0.0299158706394991,0.109118502308987,-0.0170902467384639,0.274958952437531
"2678","OCIAD2",0.178979725510316,0.0598527972815984,0.0956490737373366,0.166945481326661,-0.0462944339603074,0.385536693297478
"2679","DCUN1D4",-0.209265206605084,0.0729126192038922,-0.082218372508318,-0.10639826115951,0.218137109796328,-0.143855049144248
"2680","SGCB",0.0120025230904432,-0.245735864395148,-0.194339328207503,-0.179042468112241,1.00949104024571,-0.571105221407564
"2681","USP46",0.110683638637642,-0.19191572959803,0.0427458638004114,-0.232952880884507,0.220743330944034,0.026745189998863
"2682","DANCR",0.226163142901972,-0.621603909170705,-0.0637677463239083,-0.638416961799262,0.580619605178967,1.1918369771943
"2683","SCFD2",0.184987840948649,-0.220111319798055,0.244211410895944,-0.18002894675182,-0.0236242641980631,1.02164874469443
"2684","FIP1L1",0.212358372783238,0.0710460237806937,0.00984247356753552,0.168135935428998,-0.0445383937912068,-0.0608804286631639
"2685","CHIC2",-0.11834487230823,0.30132225029808,-0.131047167576993,0.354623742061588,0.182481763823445,-0.333413530466795
"2686","SRD5A3",0.157597094397951,-0.313973060146411,-0.00829183590553571,-0.321348482000538,0.657099741434178,0.708606740610294
"2687","TMEM165",0.45166834574523,0.148622689560534,0.358618858842863,0.151465460378926,0.238318163551048,0.390060263581268
"2688","CLOCK",-0.0290400926293555,-0.0544855609426734,0.16571032456536,-0.118078886429882,0.0954752003557454,-0.321210536186701
"2689","EXOC1",-0.155175261032221,0.114938977309604,-0.0953626592853404,0.224640215983174,-0.320262991857321,-0.605393293202385
"2691","CEP135",0.0296041734672275,0.00449225823418287,0.17143735129239,-0.0469202821965704,-0.28371494089312,-0.515042445230059
"2692","CRACD",-0.740423115557783,-0.521265361163721,-0.721576788670739,-0.816005624686267,-0.135154776911836,-0.331554086058178
"2693","AASDH",-0.226158397774925,0.0625437758788496,-0.074812365567299,0.15444087656753,0.155279583171357,-0.142805057134836
"2694","PPAT",0.135915999668881,-0.620987751085517,0.188925631982607,-0.544814819134673,0.389195239358853,1.10137066096266
"2695","PAICS",-0.00328347781016726,-0.356496117876725,0.0685109190400982,-0.312163834190022,0.339595518148353,0.94778416833666
"2696","SRP72",0.0573128493056001,0.0073413567973397,0.105957660936968,0.0827681026640472,0.132927288988819,0.134462374559934
"2697","REST",-0.0588479022673392,-0.133570603911101,0.0692149137192478,-0.175705552748938,-0.169370041187258,-0.274368001963646
"2698","NOA1",-0.29304135152076,-0.0579887574569362,-0.401833064267211,0.0800577743817771,-0.261546144697675,0.0135139897435627
"2699","POLR2B",0.121364057243343,-0.239268092104695,0.233667242729343,-0.129395752505153,-0.115434604683914,-0.269991131718367
"2700","IGFBP7",-0.140683488746879,-0.133425346533271,-0.462159343462142,-0.0439038679393507,1.38883957747116,0.694266060936117
"2701","CENPC",-0.324937100735352,0.166186688289958,-0.0683555117735851,0.229384090503167,0.0900999610631047,-0.426966655131833
"2702","STAP1",0.962744427521419,0.119417678462418,1.54718372412009,0.740132514450402,-2.46087312376965,-1.9887782693721
"2703","UBA6",0.122404509388088,0.0388032638742189,0.241826492053081,0.188400742948599,-0.215662259271434,-0.774848252777543
"2704","UBA6-AS1",0.0263048824783364,0.114040123299844,-0.0876859928481951,0.268424967426559,-0.234235178764002,0.283940194482566
"2706","ENAM",-2.07670847581175,-0.423531026966268,-0.406214242831968,-0.524553138719453,0.711161823690475,1.23059577493297
"2707","JCHAIN",0.331424995573057,-0.308277270146714,0.42149146147703,-0.316261122339048,0.599141975028608,1.06130777971146
"2708","UTP3",0.559181539019605,-0.149958733198879,0.478069426172368,-0.1234410546834,-0.119582465105823,0.260883425851812
"2709","RUFY3",0.175074068795486,-0.192088450636501,0.50250744743937,-0.0875797066785652,-0.829269186626555,0.0384489377782395
"2710","GRSF1",0.418350396134783,0.509434291493629,0.47880063910757,0.665786729350326,-0.696285546993783,-0.286171135298381
"2711","MOB1B",0.189645399664194,0.269887061062035,0.134551704762365,0.311783473497947,-0.208065164186227,-0.65802561707168
"2712","DCK",0.378727971560752,-0.0534972104531954,0.40123132338595,0.273441358042863,-0.0769854016981055,-0.0869259937353315
"2713","SLC4A4",-0.961981345377508,-0.633993793789823,-0.800282720334018,-0.959711506241291,1.55786808127899,2.49214244178739
"2714","COX18",-0.24712115160975,-0.238531817443299,-0.268383437433493,-0.247300037295556,0.110176678963342,0.767662743649528
"2715","ANKRD17",-0.105681491673455,0.0523350317944364,0.18316029846812,0.101337351668788,-0.232435308027371,-0.147328648699752
"2716","MTHFD2L",0.15133845128219,-0.199389010860657,0.37708512110601,-0.291038366782643,0.642305637935485,1.12504188057524
"2717","PARM1",-0.854085964998488,-1.09726054701763,-0.931616094298864,-1.52713155025857,0.459888852319304,1.33737692740067
"2718","RCHY1",0.0586675243378266,-0.151871238600457,0.049008592405703,-0.139569698479249,0.33149095349418,0.727826872974167
"2719","THAP6",0.239275219023583,-0.0553235017460219,0.357388792001245,0.159633652842299,-0.218800668331134,-0.0144870487760665
"2720","G3BP2",0.4081932638296,0.0769597845509129,0.449429411648222,0.107848292278314,0.05348179499457,-0.14026926629859
"2721","USO1",0.053041949059434,0.430922463622591,0.218382791398059,0.494405673584234,-0.103601221962196,-0.531241497415988
"2722","NAAA",-0.0536631574215226,-0.173956518905356,-0.0877528313052037,-0.136288974834532,0.0730166429434545,1.23912990206195
"2723","SDAD1",0.429409253573628,0.0341893310097031,0.50584353313908,0.0966089192437699,-0.158927555559393,-0.0123877807242434
"2724","CXCL10",7.47551958564435,5.14000256060342,7.88175201040246,7.70835556725017,-8.24149231965077,-7.95136523590866
"2726","NUP54",0.0744365937368388,0.227447374468346,0.19883392429128,0.279646389586028,0.066380833424753,-0.382608370852289
"2727","SCARB2",0.272452060605734,0.624022265842356,0.534464708886366,0.915654551480835,-0.866623273322707,-0.8633881675687
"2728","SEPTIN11",-0.16155302517089,-0.214591846317514,-0.161050404642701,-0.213961607025359,0.543187160079899,0.311213315678677
"2729","CCNI",-0.460508917639811,-0.0316260834460667,-0.42507068809352,0.0854895802232963,0.31762714698935,-0.0873904030178238
"2730","CCNG2",-1.37531534418363,-0.45651878365428,-1.33405225605743,-0.2511600497248,1.06901102635566,0.234204631741365
"2731","CNOT6L",-0.542466796439366,-0.296421502601137,-0.313359799543405,-0.203761866671155,0.319775324238186,0.672896669133505
"2732","MRPL1",0.528499716716473,-0.0988643690906069,0.620810758509091,-0.042198843949437,0.209334429838276,0.411004089487198
"2733","BMP2K",0.34837020117731,-0.202309464259835,0.452721084175717,-0.126679783300294,-1.10194505690472,-1.17517172957574
"2734","PAQR3",0.281863856124336,-0.0579094911977134,0.16938905539069,-0.149158793914447,0.471768208437591,0.289090565207166
"2735","ANTXR2",0.342709029959824,0.869026464662109,0.399336699495815,0.954610389900962,-1.17944554577067,-1.18478947556912
"2736","RASGEF1B",0.630632199043848,0.690604320559666,0.649184530739941,1.0545694707368,-3.21341672389566,-3.2656176204131
"2737","HNRNPD",0.167570163298234,-0.107357535037839,0.138316682997092,-0.0136682094337975,0.215338704075051,0.173773215957705
"2738","HNRNPDL",0.195344597778129,-0.18861892230959,0.19151207865287,-0.151775781648888,0.280780119621675,0.452322133027603
"2739","ENOPH1",-0.0352323304735776,-0.460880150308706,-0.0363205408079755,-0.481255455981748,0.411334789153565,0.711898931790662
"2740","SEC31A",0.0276988186629202,0.106211999690488,0.189118543016075,0.196418501294093,-0.221241509356092,-0.321237442746909
"2741","THAP9-AS1",-0.0159426691352378,0.17680309387903,0.148379269492497,0.390456251649456,0.389937381625702,0.144860862214705
"2742","THAP9",-0.34202361392879,-0.0428696949933178,-0.380735893719319,0.118338607314718,0.841119371929151,0.804731162516718
"2743","LIN54",0.0861223154742105,0.105607237867599,0.106047214744964,0.187224367666659,0.331048315339575,-0.229129075960285
"2744","COPS4",0.268241077860613,-0.0541942873496461,0.332729900898094,0.139465739590942,-0.144954253931267,-0.339385871862513
"2745","PLAC8",0.293609098776419,0.0620553267518833,0.523294328727204,0.277432068620467,-0.0331904339210954,0.740664155001041
"2746","COQ2",0.383395748720276,-0.084056209277518,0.517131605258509,0.193927324251046,-0.0719977847579934,-0.116128935624316
"2747","HPSE",0.98521237862085,-0.513055547901198,1.04758969276494,-0.229178485084082,-0.0721221658150953,-0.263041573853423
"2748","HELQ",0.0472697644698227,0.0729624373970635,0.214009675677955,0.141491227884633,-0.101709064564946,-0.662826495066995
"2749","MRPS18C",0.997586958102868,0.0569773351650245,0.324078561278798,0.0575142621856567,-0.512831398376826,-0.264486048606656
"2750","ABRAXAS1",-0.276992918709686,-0.269397439441602,-0.356727665977232,-0.212672397912182,0.116518164775129,0.263942157249297
"2751","GPAT3",-0.396189271663732,-0.902097623418551,-0.577426464441725,-1.07799285594721,-0.253638514671034,-0.509409707174017
"2752","CDS1",-0.611169973020654,-0.0989173738402782,-0.527091826447392,-0.363578797715201,0.3253746843507,0.85307159971821
"2753","WDFY3",-0.36615349668909,-0.00261451458596404,0.160543036682272,0.302776468756629,-0.349415816750976,-0.973347619438306
"2755","ARHGAP24",-0.205497627021338,-0.114324414574905,-0.125420085791339,-0.155392864233879,-0.877431578765812,-2.45089982851755
"2756","AFF1",-0.281860820170789,0.43153755198775,0.0263396518432582,0.617501144211333,-0.280728900741222,-0.233562611456132
"2757","KLHL8",0.0898329161880121,-0.346273638050521,0.198058315789309,-0.386188508884771,0.387971232292665,0.401830797287477
"2758","HSD17B11",-0.384853112009656,-0.0533466062091075,-0.491447565504258,0.00819874103128453,0.418575289663864,0.492119394846805
"2759","NUDT9",0.212783739938946,0.074099503511698,0.11979308130427,-0.0497319219199134,0.0901358765199452,0.530096605815614
"2760","PKD2",-0.112305868968026,0.664198226140211,0.142702090979675,0.681982507833591,0.703897519305449,-0.330604659273915
"2761","PPM1K",0.711859957862974,1.15260872656567,0.899457215290872,1.30908925224394,-1.32943524025685,-1.62097575574924
"2762","HERC6",3.51973285768523,3.72129296918213,4.37144164228342,4.84922834423947,-8.30622836429826,-7.24108473643175
"2763","HERC5",2.09626063126283,3.3160774451292,2.91768649888125,4.18892937356723,-3.45642694701623,-3.31516150760272
"2764","PYURF",0.508562306203847,0.246189070319403,0.20727694295233,0.276084368173437,0.09816648953894,0.311176313853824
"2765","FAM13A-AS1",-1.9960194608989,-0.205952490700781,-1.3019720705595,-0.0667638062141116,0.275839595383373,-0.425257440967244
"2766","FAM13A",0.452016451929755,-0.135221024811404,0.479471042422473,0.0535524185290875,-0.221436884183969,0.72568843560253
"2767","TIGD2",0.279333006622936,-0.0865281484193598,0.453745608374775,0.00318809367382703,-0.15525021433437,0.354398960515705
"2768","SMARCAD1",0.0999797886478462,-0.000545182560390598,0.192202027855101,0.0664578180885727,0.130778015067309,-0.105251227105892
"2769","PDLIM5",-0.175570619197279,-0.177864892820351,-0.103065115630814,-0.337554943713025,-0.0283756201684465,0.288079198655815
"2770","RAP1GDS1",-0.0699955031681194,-0.434684300866208,-0.0532055041373252,-0.355586583610167,0.0479367992602214,0.347819084472135
"2771","EIF4E",0.31555341400761,-0.275539250550281,0.33478995116707,-0.253070470051096,0.291769096802871,0.158891735438439
"2772","METAP1",-0.0313237535586817,-0.301947725707158,0.0715403830290482,-0.213839588443028,0.23958571813066,0.486779602239716
"2773","ADH5",-0.0723505051742517,-0.119225899067868,-0.051633242195726,-0.0152287725325464,0.152981003596484,0.0742607691577208
"2774","TRMT10A",-0.319373098448762,-0.103370718985101,-0.317375978086827,-0.30541535021747,0.382300115572199,0.320599562203882
"2775","DAPP1",0.496602720678646,0.485734096319761,0.433385047768785,0.595619293827666,-1.4018298325537,-1.47624004684594
"2776","LAMTOR3",0.0925830515335594,0.0881991530006505,0.0664189480899249,0.143621725494455,-0.0300879728657738,-0.141335857182111
"2777","DNAJB14",0.0547495464305278,0.0796295057174513,0.0518587649883537,0.159022951759508,0.0878202768675681,-0.258702077564912
"2778","H2AZ1",0.194210133761458,0.0566690527775359,0.0225368990872842,0.111039452448466,0.364420582506094,0.0789694131854371
"2779","PPP3CA",-0.266251259622827,0.73711598677663,-0.373717419849801,0.725252635211214,0.110901827098579,-0.919654248670943
"2780","FLJ20021",-0.575262966958115,1.95724561287579,-0.773251436047338,1.91432872256654,-0.292213229014684,-0.579808250074871
"2781","BANK1",0.667654447045084,1.74284438931981,0.649808719204405,1.7372484521554,1.80741668073695,1.54692558988556
"2782","SLC39A8",-0.0668870367786083,-0.314530477969073,-0.127140630711333,-0.251116541448375,0.726071514871855,1.33348561122889
"2783","NFKB1",1.12411957270032,1.30402574053636,1.26940467003378,1.56332275861204,-1.43923540001071,-2.32379514799696
"2784","MANBA",-0.419431127583415,-0.312058702187719,-0.250251213517133,-0.2715029549384,-0.66058387176256,0.527357681864677
"2785","UBE2D3",0.465869467710502,0.350734716877224,0.366340097746646,0.458478193824315,-0.142116291417516,-0.527906915366849
"2786","UBE2D3-AS1",-0.313456820198061,0.124015320123787,0.00252032385322381,0.48767531919148,-0.471341156041292,0.188590183169408
"2787","CISD2",0.489895284749974,0.145472207105731,0.463924350235213,0.24974849287212,0.0287542542867087,-0.346822031482951
"2788","SLC9B2",0.517158953004465,-0.203142983975254,0.637509377422126,-0.179493299649359,0.0510934295395961,1.22955776775179
"2789","BDH2",-0.203360063482015,-0.112254795382694,-0.478672955490587,0.0761597658209423,0.667955028058529,0.675408701044151
"2790","CENPE",-0.0431009053586353,-0.0832644984827594,0.156495512784695,-0.0116796426425037,0.877920694579023,-0.802175553421359
"2791","TET2",-0.0451919501471616,-0.0819603828948772,0.248586599182827,0.0783091467995106,-0.76545215051202,-1.58055334109265
"2792","PPA2",0.163858728555839,-0.176617155732727,0.130459757595485,-0.0715184472257858,0.286717023617323,0.269396981694441
"2793","INTS12",1.02866410963316,0.326928919746407,1.21725150476583,0.544707102332443,-0.986054248727839,-0.871342059548697
"2794","GSTCD",0.0535022786392816,0.0790952623983096,0.100207104236255,0.1977507458667,0.27912529560642,-0.368836098182651
"2795","TBCK",-0.229329245834785,0.11581027807646,-0.0960748959982836,0.101233111683836,-0.222580584474721,0.0913613951868348
"2796","AIMP1",0.151948352865465,-0.167341874943265,0.182308883903035,-0.125792509472853,0.152008058979859,0.0339019733502716
"2797","DKK2",-0.42823540844777,-0.304157334807145,-0.62344954917039,-0.351631737817064,1.11822768296122,-0.606872647989049
"2798","PAPSS1",-0.343588503219143,-0.348965583396864,-0.357930355560526,-0.288672427145666,0.27041823055241,-1.15603960099727
"2799","CYP2U1",-0.10388304728342,-0.121203549956535,0.0846507474443854,-0.295104388759759,0.895641863965664,1.14432212758737
"2800","HADH",-0.356264071975845,-0.249046600655707,-0.381012190411422,-0.184523386507463,0.823946799452825,0.93436013150411
"2801","LEF1",-0.0778801525407635,-0.54415298321877,0.00284657778707353,-0.547556048580092,0.827916159899343,1.24513080451069
"2802","RPL34",0.180143696915466,-0.0257117129879798,-0.0565533008063563,0.0277352143701966,0.108128598159322,0.28423787790625
"2803","OSTC",0.226020238889912,0.257684939871125,0.120867456013588,0.310666335475306,0.289745146788851,-0.104149191010754
"2805","SEC24B",-0.173295895184793,-0.0939144090088107,0.000145758129260054,0.00692220186729256,-0.0570333847304264,-0.245825117207247
"2806","MCUB",0.00266995160808646,0.00237915328969805,-0.0967795003156766,0.147200808644927,0.145157331485108,0.248264682421942
"2807","CASP6",0.0129535670412674,-0.319457439108985,-0.0485856422884148,-0.268576351539515,0.201976291739396,0.104750614764608
"2808","PLA2G12A",-0.823420141626316,-0.397458100643934,-0.409434415098906,-0.869679940652343,0.279720317309833,0.9765005453997
"2809","GAR1",0.837666607533238,0.142067063280415,0.511455854772863,0.0189280966542577,0.235110755695587,0.683763815015906
"2810","EGF",1.02869433410812,-0.442980875644449,1.37478605599396,-0.512229847555935,-0.511594409615983,-0.916554854276883
"2811","ELOVL6",-0.458388615105859,-0.561974080135075,-0.479889467587225,-0.480816179624941,1.12011170564122,1.22614608058177
"2812","FAM241A",0.19330944247491,-0.147147588526728,0.145685739694798,0.0579973763548607,0.55028253225488,1.29666424233253
"2813","AP1AR",-0.205910121102899,-0.481796731690337,-0.148200171545589,-0.482379874306016,0.750608161507225,0.850603903997952
"2814","TIFA",-0.339031726389888,-0.581753651806511,-0.389510082322818,-0.597364599264625,0.421724530737635,0.222710803286809
"2815","ALPK1",0.190790632528013,0.0632876907978131,0.441641606605584,0.319006756040577,-1.03058585801909,-0.264415654221149
