Symbol,xRNA16h,xRNA6h,pUUC16h,pUUC6h,R84816h,R8486h
NCF1,-0.62861134,-0.385112131,0.280684216,-0.005138123,-0.063494203,-0.395743691
GTF2IRD2,-0.680939598,0.220203737,0.026170358,0.438172602,0.711032826,-0.000946302
CASTOR2,-0.421929321,-0.389951321,-0.24518634,0.097825865,0.276951099,-0.184482609
RCC1L,0.399156414,0.336680513,0.29545622,0.127309102,-0.207822335,-0.1698638
GTF2IRD2B,-0.777792384,-0.343596554,-0.379916115,-0.215940326,0.684770747,0.043570581
NCF1C,-0.405801017,-0.132068696,0.329188538,0.059007347,-0.390683866,-0.721151425
GTF2IP1,-0.227339949,-0.367372068,-0.518939468,-0.064495158,0.19619574,0.520634067
NSUN5P1,-0.404533922,0.131578537,-0.19008525,0.320600011,0.139702307,0.894883103
POM121C,-0.038128452,-0.044900152,0.027585107,0.05986575,0.07856729,0.13087704
PMS2P3,-0.092560276,-0.227900375,-0.232440462,-0.01308964,0.031205427,0.017878986
HIP1,-0.532790356,-0.636453278,-0.03147784,0.380888549,1.243609151,0.32268923
RHBDD2,0.666127948,0.470487666,0.492478924,0.284857454,-0.24522257,-0.308553882
POR,0.426541904,0.184661758,0.336927279,0.184317301,-0.272905348,0.479283687
TMEM120A,-0.038038886,0.265504071,0.170957098,0.27010136,-0.155331269,-0.084283227
STYXL1,0.004338667,0.044725711,0.012955913,0.066498574,-0.395426239,0.328283
MDH2,0.182951357,0.062355848,0.199439997,0.078480385,-0.101305455,0.40567526
HSPB1,0.86538706,0.27399283,0.665045358,0.247630253,-0.457476115,0.437760185
YWHAG,0.362818266,-0.440527997,0.200140047,0.033915862,0.082169636,0.031583174
ZP3,-0.305227795,-0.33822533,0.06271658,0.141317173,1.274928487,2.154230141
DTX2,0.018320826,0.363149221,0.433154318,0.410512273,-0.322501476,0.290762323
CCDC146,-0.883651353,-0.381555556,-0.364170048,0.129870802,0.199022461,0.140956366
FGL2,-0.939951705,-1.292950132,0.105476582,-0.151709761,-1.989669471,-1.313762683
GSAP,-0.499390427,-0.552128884,-0.18539844,-0.076422196,0.665863312,1.285003104
PTPN12,-0.432420688,-0.222341109,-0.070390904,-0.011925888,0.665095791,0.233534033
APTR,0.14050051,0.029089822,-0.092686659,0.116006939,0.103729428,-0.409857013
RSBN1L,0.146878467,0.108028986,-0.086814193,0.002637929,0.041098439,-0.256915656
TMEM60,0.001994151,-0.075385367,0.104504282,-0.152371727,0.097138237,0.077743789
PHTF2,-0.259766065,-0.480705676,0.067541913,-0.031112371,0.535838181,0.059923771
CD36,0.835870068,1.711033337,-0.095993499,-0.032049111,-3.440136392,-2.950474119
SEMA3C,-0.155298662,-0.669155625,0.255574426,0.228280111,-1.903439367,-1.014493012
CACNA2D1,0.338742173,0.408005136,-0.318792671,-0.095748743,-0.085096169,-0.494582624
KIAA1324L,-0.603141889,0.278077909,0.012179772,-0.085680868,0.322995988,0.047968666
LOC101927420,-0.067782519,-0.750794529,0.404599658,-0.506972168,0.365169806,-0.030103979
DMTF1,-0.205899148,0.374003724,-0.444797892,-0.076916085,-0.289268903,-0.897500809
TMEM243,-0.011338414,-0.318432934,0.199941374,0.073706993,0.686700134,1.203958692
CROT,0.176819557,0.078483053,-0.103202756,0.018786352,0.003817273,0.479043057
SLC25A40,-0.480681795,-0.206181354,0.056534215,-0.042154558,0.540341213,-0.277930012
DBF4,0.120183461,-0.001076163,0.006810416,-0.046730962,0.397200047,-0.062954847
ADAM22,-0.612132104,-0.394673672,-0.170934183,0.339242655,1.18175353,-0.00690133
SRI,0.292915378,-0.150076667,0.033162899,-0.107638498,-0.257059481,0.246166327
GTPBP10,0.264737215,0.041776031,0.033518255,0.083998036,0.34100353,0.486255367
LOC101927446,0.264737215,0.041776031,0.033518255,0.083998036,0.34100353,0.486255367
CLDN12,0.564191867,0.487498368,-0.15377361,0.004656616,-0.130128887,-0.159030815
LOC102723899,0.564191867,0.487498368,-0.15377361,0.004656616,-0.130128887,-0.159030815
CDK14,-0.191361694,-0.304046331,0.077823585,0.119229852,1.03976124,0.179752951
FZD1,-0.43229005,-0.191898182,0.497571124,0.304235675,0.424186805,0.283426898
MTERF1,0.239845714,0.15576718,-0.020191117,-0.078364752,0.089758799,-0.186692062
AKAP9,-0.596853216,-0.079447228,-0.502744174,0.008706138,0.118568351,-0.375914565
CYP51A1,0.407161749,-0.329284519,1.546060757,0.203443202,-0.173172601,0.863286563
ANKIB1,0.228880869,0.094055752,-0.269911485,-0.349241923,-0.816308977,-1.098946599
GATAD1,-0.429126785,-0.015822556,-0.033878524,0.044515121,0.386479329,0.122734305
PEX1,-0.165849177,0.015591139,-0.071897367,-0.071336409,0.353199942,0.54192158
RBM48,0.128664008,0.206950829,-0.114060502,0.069663605,0.071790457,-0.182455363
FAM133B,0.306329172,0.157345297,-0.002513713,-0.019493477,0.353261235,-0.148515108
CDK6,-0.235131693,0.023940257,-0.130101099,0.076133633,0.21254566,-0.444671357
SAMD9,1.229849644,1.001833305,-0.706096857,-0.520064871,-3.138819354,-3.934958791
SAMD9L,1.220089758,0.684011308,-0.649478019,-0.451960218,-4.977629738,-6.102004343
VPS50,0.23471019,0.20646262,-0.041627714,-0.036477457,-0.204498275,-0.111272122
BET1,0.524061756,2.037444762,0.127954359,-0.096883062,0.039864673,-0.300041191
CASD1,-0.187922302,-0.031790131,0.062262263,0.154354075,0.508426385,0.308180796
SGCE,-0.632294768,-0.303101612,-0.251853869,0.001428174,-0.175958231,-1.139218863
PEG10,-1.975133905,0.085665769,-0.109980131,-0.002743531,1.259817207,0.464210791
PON2,0.136135368,-0.169574318,-0.097134615,-0.003217208,-0.35946405,-0.589490948
DYNC1I1,0.380448469,1.363251622,0.094514799,-0.299271692,0.830692753,-0.109885882
SLC25A13,0.318760386,0.305751634,-0.054513612,-0.053458586,0.187338142,-0.48184825
SEM1,0.373498793,0.160856529,0.261964642,-0.030147315,-0.185061614,-0.291959633
SDHAF3,0.144241914,-0.232760505,0.172944681,0.039749854,0.064391133,1.357380363
LMTK2,0.112140015,-0.341440069,-0.017070339,0.2564898,0.257802875,0.206306459
TECPR1,-0.102941739,0.252392802,0.397675583,0.34972832,-0.06767391,0.50855972
BRI3,0.127240511,-0.239293271,0.398655001,0.065222322,0.187560333,1.373552117
BAIAP2L1,-0.456779275,-0.478724797,0.036534166,0.086288199,-0.009820055,-0.174580159
TRRAP,-0.309927739,0.100663079,-0.458429112,0.027251552,-0.370310561,-0.444130871
SMURF1,0.046537172,0.05046741,-0.026409567,0.024043735,-0.336180033,-0.479038498
ARPC1A,0.456854428,0.361146598,0.376685664,0.24082593,-0.228418616,-0.568439708
ARPC1B,-0.004988478,0.023761975,0.14708432,0.101132356,-0.201847816,-0.045094095
PDAP1,0.427459162,0.219071564,0.251712293,0.082366026,0.104018004,0.105766134
BUD31,0.388181225,0.161816506,0.21128773,-0.01795379,-0.112554615,-0.368447153
PTCD1,0.288945992,0.274286009,0.37640809,0.148388383,-0.019731431,-0.017716078
CPSF4,0.227614545,0.366579317,0.131911171,0.112764726,-0.086361085,-0.114568886
ATP5MF,0.440714991,0.103035163,0.522566333,0.102290029,-0.351258069,-0.147282034
ZNF789,-1.180948164,-0.3373451,-0.731303959,0.065402228,0.185532905,-0.311544947
ZNF394,-0.236786002,-0.043797177,-0.232226668,-0.010993129,-0.214095163,-0.367713454
ZKSCAN5,-0.084258301,0.085601036,-0.106287869,-0.071965678,-0.09201884,-0.413839034
FAM200A,-0.035530779,0.272967046,0.046889178,-0.026094133,0.316718718,-0.175812794
ZNF655,-0.256286712,0.153183866,-0.250979984,0.008095218,-0.349094558,-0.661355764
ZSCAN25,0.316149452,0.345451439,0.126110113,0.129505681,-0.178947643,-0.136552303
CYP3A5,0.289528311,0.663853212,-0.018861676,0.070955841,-0.012108613,-0.160177395
TRIM4,-0.466777815,0.039187652,-0.043932072,-0.037533558,-0.102804999,-0.461285665
ZKSCAN1,-0.367565178,-0.209340436,-0.177797407,0.107983882,-0.003801144,-0.32580791
ZSCAN21,-0.250639836,0.375768995,-0.172191855,0.260395409,-0.322803323,-0.206158816
ZNF3,0.013760349,0.04373441,-0.190995187,-0.045182346,0.114615088,0.308049605
COPS6,0.211325055,0.016732876,0.010606675,-0.036042872,0.231989012,0.395146077
MCM7,-0.026107243,0.081387158,0.099060158,0.056803665,0.146039258,0.218238453
MIR25,0.004479285,-0.947485282,0.259063138,-0.332485384,-0.064830512,0.672413959
AP4M1,-0.352083129,0.043597739,0.211909804,0.096405742,0.342567338,0.157176883
TAF6,-0.042714781,0.084425216,0.14993281,0.130397201,0.0916699,0.283053334
CNPY4,-0.343580296,0.112942792,-0.065571351,0.44228885,0.152857593,0.178696598
LAMTOR4,0.042742111,0.179625207,0.567737585,0.287247843,0.318068463,0.858720188
MAP11,0.511300792,0.311604131,0.267170974,0.093611428,-0.516505544,-0.433876768
GAL3ST4,-1.376294433,-0.355803408,-0.491037887,0.103638721,2.709743048,2.288520767
GPC2,-0.210432409,0.106704302,0.182679767,0.424723309,1.358749425,2.021624292
STAG3,-0.369199554,0.234343511,-0.099502771,-0.08996034,-1.943541541,-0.440970319
CASTOR3,-0.317592665,-0.320976949,-0.080399927,0.064370755,0.111012974,0.261950995
STAG3L5P,0.062925663,0.432343734,-0.266934178,0.363353444,0.323000617,0.024247819
PILRB,-0.137980959,0.456839643,-0.667141763,0.063248534,0.121469849,0.080157457
PILRA,-0.193769662,0.467045434,-0.683660064,0.240583113,-0.382068695,-0.310894258
ZCWPW1,-0.803635581,0.212030953,-0.369607777,0.473204712,-0.132814315,0.650748141
MEPCE,0.508831083,0.144766377,0.33109295,0.189099571,-0.019103078,0.465762041
PPP1R35,0.485610834,0.255655407,1.217291521,0.518995958,-0.239675007,0.858991001
TSC22D4,0.282241934,0.235841114,0.648733926,0.116223408,-1.121508011,-0.833074655
AGFG2,-0.055804753,0.01116787,0.12747089,0.224737683,-0.77530225,-1.383794832
LRCH4,-0.111639323,0.235819941,0.445411577,0.403395603,0.046112392,0.482840735
PCOLCE,-0.989318427,-0.243255899,0.271193893,0.074180776,0.298980708,0.732088659
MOSPD3,-0.353512575,0.182456844,0.600860593,0.380389463,0.118951605,0.80818214
TFR2,-0.308165901,0.063226747,0.40410112,0.388832119,1.116876493,2.1969182
GNB2,0.270271688,0.120708838,0.567754941,0.149011209,-0.415496237,-0.272886404
GIGYF1,-0.014854795,0.281660317,0.121937676,0.357177273,0.382539595,0.862038444
POP7,0.571742656,0.237413175,0.524478035,0.299706746,-0.026129279,0.46823562
EPHB4,0.12611041,-0.399773568,0.337381108,0.315486821,0.946380021,1.202428255
SLC12A9,0.174136401,0.155724052,0.299150249,0.393993824,-0.03293803,1.152218741
TRIP6,0.434105869,-0.0429903,0.453686687,0.150273982,-0.101249356,1.631062553
SRRT,0.396959997,0.106315695,0.110398437,0.175269555,-0.114177734,-0.170789143
TRIM56,0.248728146,0.385168981,-0.315949044,-0.095259671,-1.156796815,-1.39442762
AP1S1,0.01768495,-0.097715047,0.294833026,-0.045349489,-0.090459548,0.431776911
PLOD3,0.275619773,-0.149853934,0.316733132,0.152378434,-0.182706689,9.63E-05
ZNHIT1,0.243982343,0.140548786,0.488020583,0.17242179,-0.11882859,0.291378744
CLDN15,0.287893106,0.585564876,0.056530506,0.188011114,-0.613372768,-0.579629434
FIS1,0.273998602,0.390609851,0.383903283,0.232965171,0.10829237,0.058360644
IFT22,0.062244611,0.070178859,0.200139066,-0.146065113,-0.444303938,-0.794193647
CUX1,-0.606064446,-0.272174089,-0.017232683,0.155341208,0.443279902,0.088836675
SH2B2,0.285270412,-0.534028933,0.494106807,0.55645817,0.494258822,1.454562641
SPDYE6,-1.120106773,0.401103496,-1.15010318,0.08575537,-1.082918707,-0.331545973
PRKRIP1,0.351595669,0.376008346,0.284761566,0.134221944,-0.611706462,-0.55101354
ORAI2,0.423574902,0.372413222,0.271140935,0.28462888,-2.592123167,-2.238924454
ALKBH4,0.353486105,0.482506,0.328863723,0.32568863,-0.459229258,-0.206435159
LRWD1,0.733557213,0.350809997,0.596808855,0.31491432,-1.148831281,-1.016936298
POLR2J,0.319905467,0.114384714,0.474542836,0.077443867,-0.256783166,-0.095068502
RASA4B,-1.201191825,-0.63030447,-0.128199806,0.272439376,-0.707931905,-1.767918241
POLR2J3,-1.390071597,0.263459012,-1.073315555,-0.203315743,-0.067728879,-0.340200585
SPDYE2,-1.854422539,0.686177456,-0.743166244,0.168718188,-0.938209572,-0.31094529
RASA4,-1.2686954,-0.339336327,-0.210647236,0.188476951,-0.020607269,-1.344878397
FAM185A,-0.244577904,-0.043673408,-0.25400033,0.273878661,-0.247513974,0.574685252
ARMC10,0.104391932,0.065657083,0.039487569,-0.019552987,-0.037214926,0.750761165
PMPCB,-0.072714332,0.079668801,-0.052813453,-0.086013885,-0.074459311,-0.062447614
DNAJC2,0.650547631,-0.046209013,-0.137608551,-0.067611877,-0.11891834,0.138551058
PSMC2,0.509090822,0.231974687,-0.01179502,-0.071443823,-0.291812555,-0.606327938
RELN,-0.577794563,0.020100534,-0.451343639,0.142747791,2.606896412,2.542450929
ORC5,0.490508511,0.014643638,0.00590388,-0.01174968,0.106449883,0.607232443
KMT2E,-0.452575909,-0.082365573,-0.19409636,-0.223662163,-0.332539884,-0.246312646
SRPK2,0.051402334,2.252001081,-0.04436118,-0.109627236,0.003123743,-0.541824189
PUS7,0.549319074,0.686132203,-0.029049687,-0.000282219,0.26200685,1.533091404
RINT1,0.396456456,0.63595888,-0.219961619,-0.083521531,-0.325152031,-0.342668367
EFCAB10,-0.661088056,0.140724674,-0.930285791,0.331197952,0.580560995,0.463257141
ATXN7L1,-0.425000692,-0.373725874,-0.06643021,0.181522023,0.562435918,1.77571505
SYPL1,-0.089085824,-0.158287109,0.164772993,-0.040039037,0.92278807,0.469173879
NAMPT,0.702961946,0.367922065,-0.196921561,-0.3663715,-1.189020233,-1.429669633
CCDC71L,0.206411044,0.267563802,0.285780347,0.044167153,-0.882107964,-1.676589295
PIK3CG,-0.183290384,-0.437130628,-0.017532974,-0.038577996,-0.211056418,-1.217562239
PRKAR2B,0.042010139,-0.201281497,0.032776071,-0.048310598,-0.107079509,-2.14917045
COG5,0.138454285,-0.009686644,-0.487311972,0.187079116,-0.264766024,0.530215334
DUS4L-BCAP29,0.558623016,-0.26611549,0.348261588,-0.086726143,0.627531671,0.057369304
SLC26A4,0.369371853,-0.408404017,0.014948577,-0.050487351,0.977220825,-0.815882602
LOC101927974,-0.329056972,0.087195962,0.195305066,0.130105355,0.334221499,0.225859272
CBLL1,0.169518918,0.227692455,0.130694865,0.025026479,0.247920806,0.089692126
DLD,0.245129008,0.258380316,0.016859664,-0.051610493,-0.211675506,-0.719929514
PNPLA8,-0.264203292,0.545042097,-0.039420612,-0.100562193,-0.205887778,-0.910750506
THAP5,0.070789612,0.188605767,0.139716763,0.014554313,0.529014234,0.029094723
DNAJB9,0.364085567,1.993804499,0.101891614,-0.014874034,-0.01559718,-0.755397808
IMMP2L,0.063852932,0.072132143,0.10852546,0.006130337,0.471524349,-0.066400238
DOCK4,-0.874064039,-0.315449939,-0.136132812,0.012667252,0.432521885,-0.476941042
ZNF277,-0.11477918,0.304773393,-0.119200816,-0.341921866,-0.53756931,-0.487450731
IFRD1,0.78818307,0.472365528,0.261816391,0.037003298,0.066214125,-0.366028463
TMEM168,-0.056324849,-0.313671591,0.042659976,0.086803004,0.298492753,0.19371568
BMT2,-0.059553692,0.066887787,0.125319844,-0.284425232,-0.06861917,-0.432806694
GPR85,0.08701442,-0.7669906,-0.00314888,-0.061098209,1.406869129,2.106286443
SMIM30,0.057220982,-0.304966577,0.101766244,0.032218447,0.461394832,0.456483468
FOXP2,-0.413116577,-0.035770133,-0.043566169,0.087706176,0.695075841,2.548443311
MDFIC,-0.333323372,-0.448159953,0.13820914,0.032268685,0.070275094,-1.035703571
TFEC,1.469393556,-0.078475714,-0.284281934,-0.341556354,-2.860491632,-2.056240281
TES,-0.177389154,0.076322784,0.081654515,-0.070767803,0.081946306,-0.626014186
CAV1,-0.4714102,-0.324023905,-0.068721076,-0.029312395,1.871950345,1.680417123
CAPZA2,0.111106448,0.074252529,0.09428304,-0.126880029,0.040031129,-0.303178578
ST7,0.251930614,0.182438863,-0.008824014,-0.131408108,-0.303645659,-0.398183867
ST7-OT3,0.251930614,0.182438863,-0.008824014,-0.131408108,-0.303645659,-0.398183867
LSM8,0.122888812,0.076982402,0.02084334,0.006971545,-0.093015704,-0.431225286
ING3,0.233214623,0.149860011,0.065042165,0.079589122,0.131144952,-0.17671495
CPED1,-0.253136255,-0.77276673,-0.034346561,0.53658653,1.167663792,1.684412022
FAM3C,0.710429046,0.11543481,0.278284942,-0.103455342,0.232411696,-0.306493589
NDUFA5,0.159503864,0.002694092,0.161536992,0.007149727,0.320754478,0.184655961
WASL,0.020640923,0.348921346,0.000996692,0.004680874,-0.016299877,-0.256955035
POT1,-0.125115165,0.068113652,-0.079985641,-0.071663283,0.227436412,-0.012061513
ZNF800,-0.045912131,-0.18208827,-0.110871021,0.043580978,0.121529295,0.068179609
GCC1,0.025070872,0.34258647,0.127037722,0.04706788,-0.171711553,0.036270874
ARF5,-0.17702727,0.228200499,0.380943122,0.044921672,-0.133095163,0.030124088
SND1,0.051215046,0.181928774,0.035967352,0.014794381,-0.114624416,-0.030333979
RBM28,0.324387645,0.019558134,-0.197373153,0.026255386,-0.179077181,0.29481552
IMPDH1,0.413656757,-0.176246335,0.380969431,0.28346214,0.162084164,1.717708657
HILPDA,-0.435363267,-0.614865868,-0.095942208,-0.318892728,0.174679625,0.260349028
METTL2B,0.206829144,-0.046292686,0.096839878,0.12515352,0.34538793,0.589167389
CALU,0.064627408,-0.061081867,-0.045731913,0.043844572,0.336552989,-0.002827604
CCDC136,-0.625875261,0.127886364,-0.342541292,0.311899916,1.623520494,0.935640932
ATP6V1F,0.334175679,0.136235013,0.514097916,0.148454159,-0.67932852,0.365611744
IRF5,-0.079622548,0.449752642,0.228764895,0.251463687,-0.55788323,0.449355672
TNPO3,0.21315161,0.127100902,-0.070352957,-0.110395828,-0.256787578,-0.670597876
TPI1P2,0.807005153,0.725968774,0.168404005,0.525278876,-1.07380762,-0.944777859
TSPAN33,0.483090129,-0.23414812,0.220342484,0.063102534,-3.1694832,-3.775094298
AHCYL2,0.960273521,1.490865528,-0.049333446,-0.123050595,0.394645838,-0.097434029
STRIP2,0.167138314,1.637532503,-0.104531361,0.047510992,-0.077876469,-1.287986201
NRF1,0.278416079,0.112593169,0.251798995,-0.046633297,0.325004653,-0.067903809
UBE2H,-0.543465129,-0.295952274,0.054661974,0.15444607,0.04797047,-1.170211566
ZC3HC1,0.528328543,0.223233875,0.032268787,0.009447633,-0.243746949,-0.318611327
KLHDC10,-0.095404593,-0.006347429,-0.031527354,-0.001720185,0.084322885,-0.279350249
TMEM209,0.166120382,0.020339284,0.094520391,-0.047529088,0.104479429,-0.04980969
CEP41,-0.083342651,-0.163484722,0.0349725,0.042075057,0.366413468,0.189626817
COPG2,-0.359187497,-0.050504641,-0.037769827,-0.040907339,-0.075124449,0.46430042
LINC-PINT,-0.193001425,0.052273428,0.094507941,0.015722092,-0.584391301,-0.768028541
MKLN1,-0.282250464,0.065581521,-0.189352945,-0.062994986,-0.092354503,-0.339223022
MKLN1-AS,-0.531753644,-0.408901332,-0.142585702,-0.116614637,0.152027118,0.252014164
PODXL,0.663168182,2.340217098,0.165909132,-0.022978416,0.551846186,2.454600046
CHCHD3,0.289812531,0.006567773,0.062557076,-0.049417493,0.036823392,-0.094614494
EXOC4,-0.153710705,-0.081436626,-0.055420082,-0.019417282,-0.083174019,0.222183666
SLC35B4,0.027125329,-0.476288003,-0.013690579,0.047537303,0.418070649,0.630988251
AKR1B1,0.017895353,0.022582365,0.155026081,-0.052435958,0.433380497,0.212518536
BPGM,0.3145101,0.095753688,0.060299703,-0.097874161,-0.151823413,-0.24662854
AGBL3,-0.036104015,0.08291608,0.154252421,0.20880548,-0.331732507,0.110401135
CYREN,0.304792432,0.238272686,0.310602884,0.166086041,-0.103399945,0.077138031
TMEM140,-0.032705267,0.004766748,0.073431663,0.124079285,0.087036736,0.165369381
WDR91,-0.298845627,0.090873762,0.136505419,0.235698417,-0.112154679,0.019041635
CNOT4,0.244454353,0.500011181,-0.027457197,-0.092410002,-0.445138286,-0.720204774
NUP205,0.194700014,-0.066377922,-0.226357411,-0.124828726,-0.142627627,-0.351154932
STMP1,0.118950517,0.119209778,0.211646029,-0.039925108,-0.117761594,-0.227649147
SLC13A4,-1.609130569,0.478958243,-1.135123876,0.212102298,0.570298897,-0.117194691
MTPN,-0.026004414,-0.192643908,0.148800283,-0.072541101,0.390135848,0.07940048
CREB3L2,-0.485321292,0.459190943,-0.137676269,0.117897,0.532048452,-0.474931954
TRIM24,-0.11391061,0.056003586,-0.040439176,-0.084811212,0.344448961,-0.052706942
ZC3HAV1L,-0.566332717,-0.740475038,-0.234324272,0.039746515,0.588912667,1.622419336
ZC3HAV1,0.458124813,2.119404895,-0.236434818,-0.085272775,-0.428876723,-0.921185527
TTC26,0.438570567,1.752081131,-0.11376182,-0.131334272,-0.333335499,0.150478465
UBN2,-0.428635819,1.649776414,-0.451142289,-0.082695533,0.014096804,-0.059229012
LUC7L2,0.061673151,0.377958066,0.14662461,0.049666476,0.283651162,-0.022878887
HIPK2,0.438362299,-0.451083071,-0.390814943,-0.219265944,-2.159328822,-2.000632183
PARP12,1.499528306,0.512542058,-0.645720912,-0.576813298,-4.743558026,-3.725618837
KDM7A,-0.440468615,-0.694552627,-0.114529113,-0.032648152,-0.464171685,-0.012754095
KDM7A-DT,0.5620421,-0.748371767,0.586105981,-0.402874379,-0.617312568,-0.010441268
SLC37A3,0.341531218,0.353293692,-0.241646515,-0.071094053,-0.388709725,0.297526951
MKRN1,-0.04985063,0.148834998,-0.05112307,-0.192602956,-1.047939207,-0.7300357
ADCK2,-0.331135597,-0.467063867,0.31615885,0.265726463,0.191229882,1.832627055
NDUFB2,0.334888045,0.037026245,0.256968361,-0.080551233,-0.164531037,0.020265849
BRAF,-0.209831705,0.053397001,-0.354322071,-0.04518413,-0.0984812,-0.127459881
MRPS33,0.373550775,0.135756925,0.080507167,-0.113555135,-0.158122435,0.373698742
AGK,0.112706318,0.062072412,-0.183466926,-0.109719006,-0.209551334,-0.25111912
SSBP1,0.302974652,-0.017859359,-0.1170603,-0.13370048,0.09232801,0.170853833
GSTK1,0.09017835,0.139802641,-0.017487831,0.048621153,-0.105009289,0.403271773
CASP2,-0.295947447,-0.003097307,-0.09416797,0.070651499,0.202285097,0.310195113
TCAF1,-0.065957823,0.465860326,0.246356245,0.312981386,-0.061402958,-1.263679658
TPK1,0.045904904,0.144576107,-0.041821573,-0.155626985,-0.141406758,0.509103612
CUL1,0.52589853,-0.329822011,-0.092461285,-0.178951912,-0.845966507,-0.868340651
EZH2,-0.020617391,-0.013603594,-0.085271317,-0.071146988,0.010290241,-0.553476455
PDIA4,0.730329377,0.537902945,0.045246729,0.045195012,-0.313873457,-0.514206383
ZNF786,0.356183912,0.477989632,0.306068852,0.371801375,-0.031184044,0.043259187
ZNF425,0.357121276,0.261711472,0.234762886,-0.059828706,-0.311374054,-0.366490292
ZNF398,-0.06805902,-0.187491339,-0.107851311,0.066396935,0.139158291,0.151806617
ZNF282,0.098500907,0.297427722,0.35139318,0.27131057,-0.044010621,0.247119698
ZNF212,0.394037717,0.617534268,0.098423681,0.076023608,-0.356645584,-0.396111489
ZNF783,0.304105904,-0.022038195,0.006677967,0.215409211,-0.487820105,0.39609427
LOC155060,-0.976342211,-0.278147209,-0.674318778,0.16417963,-0.259719648,0.6662085
ZNF777,0.331296201,0.312324682,0.352049955,0.125931187,-0.227443186,0.048590545
ZNF746,0.382321949,0.167119629,0.319527717,0.138169604,-0.246151978,-0.286689151
ZNF767P,-0.52422923,-0.091184763,-0.401463076,-0.033333147,-0.094032522,0.141450379
KRBA1,-0.2878632,0.252044554,0.439628786,0.493680748,0.190283817,0.691236936
ZNF467,-0.218734547,0.089058276,0.617111503,0.422215572,-1.566142507,-0.021621605
ZNF862,-0.616519674,0.293663573,-0.187000155,0.186850023,0.1096574,0.298048905
ATP6V0E2,0.32910792,0.217408349,0.395796761,0.350487755,0.227585385,1.921263837
ACTR3C,-0.108460504,-0.831993562,-0.342559191,-0.275010664,-1.2997266,0.476454964
ZBED6CL,0.482218557,-0.639658282,-0.166941852,-0.287546225,-2.739977083,-0.388280939
LRRC61,0.530221844,-0.099087567,0.400367437,0.191059148,-1.499642245,0.685063503
REPIN1,0.318522891,-0.40051748,0.241071812,0.131986024,-0.669331264,0.386261767
ZNF775,-0.062107492,-0.235779723,0.402783815,0.334831236,-1.229202106,-0.851485283
GIMAP2,0.433327836,0.251672668,-0.240826856,-0.454615602,-1.551952493,-1.407259583
ABCB8,0.274410744,0.54262223,0.473678785,0.140522779,-0.24486178,0.09977935
CDK5,-0.040624969,-0.249555653,0.328063221,0.07056431,-0.060460039,0.827951612
SLC4A2,0.542602955,0.104867137,0.614028231,0.261491839,-0.547734768,0.108584289
FASTK,0.279418031,0.493295581,0.400446298,0.314861239,-0.128437548,0.153517499
TMUB1,0.34682314,0.250819776,0.944735679,0.271058509,-0.361563195,0.345270296
AGAP3,0.26343983,-0.111168099,0.469333798,0.238565502,0.410063712,1.075094283
ABCF2,0.979423114,0.058808278,0.161595596,0.007492445,-0.336513953,0.419425562
CHPF2,0.56523889,0.509047752,0.340141204,0.217644244,-0.626354204,-0.372713286
SMARCD3,-0.332101635,0.830503975,-0.344638934,0.38339578,0.290567687,-0.312069292
NUB1,0.734152008,0.544202449,-0.083656381,-0.465119999,-0.888682217,-0.952329696
RHEB,0.18384865,-0.145861009,0.048974808,-0.026022895,0.337472212,-0.082516058
PRKAG2,0.802882865,-0.079352169,-0.117245862,-0.245471407,-0.768534331,-1.254630606
GALNT11,-0.059446815,0.918790822,-0.162177212,0.070146502,-0.042553972,-0.204695721
KMT2C,-0.588641104,0.725167354,-0.613078243,-0.106317291,-0.198892706,-0.270419532
LINC01003,0.048837629,0.89325953,1.069736996,-0.28716666,0.621280274,0.380750572
XRCC2,-0.373321313,0.16411768,-0.263718949,0.106749673,0.540416179,0.313339302
ACTR3B,0.266315699,0.751532898,0.202769332,0.006460217,0.183992209,1.020010053
PAXIP1,-0.140797584,-0.204216151,-0.027610525,0.044669324,0.431657906,0.277475936
PAXIP1-AS1,-0.632376851,-0.268632414,0.046929536,-0.044431553,0.32413655,1.191752479
INSIG1,-0.907364905,-0.569903566,0.095090501,-0.139314321,1.014666468,2.123677105
LOC100506302,0.169923194,0.509450838,-0.107969898,0.184564708,0.411587936,0.348512699
RBM33,-0.28648338,-0.063508334,-0.213023763,0.014511056,-0.070753909,0.199749718
LINC01006,-0.573774198,-0.042935095,-0.034413474,0.219480259,-0.316902425,0.217890279
RNF32,-0.645687785,0.175274013,-0.091468617,0.474937366,-0.137110506,0.341046031
LOC101927858,-0.91605856,-0.191334366,-0.682477784,0.200882589,1.189872601,0.118024781
LMBR1,-0.020390229,-0.143529697,-0.027287602,0.041922845,-0.045249322,0.34287452
NOM1,0.2617059,-0.179298742,-0.058091217,-0.012472603,0.287537885,0.21267393
UBE3C,0.311666645,-0.180908509,0.008540721,-0.025811959,-0.193884846,-0.190888573
DNAJB6,0.586920541,0.093740016,0.033364148,-0.091239575,-0.342346453,-0.376782337
NCAPG2,-0.334131137,0.009785742,-0.032380193,-0.017236451,0.410976078,-0.523956185
ESYT2,-0.148912115,0.738156147,-0.004891333,0.035337397,1.083809672,1.220128576
WDR60,-0.067379369,1.898385328,-0.038154904,-0.142282216,-0.14343897,0.170491747
