Symbol,xRNA16h,xRNA6h,pUUC16h,pUUC6h,R84816h,R8486h
PCNP,-0.016568571,0.000863468,0.067400119,-0.053484329,0.333088404,0.29233162
ZBTB11,-0.147688569,-0.10378925,-0.155253634,0.021904077,0.21437285,0.326171952
ZBTB11-AS1,0.448576219,0.296295229,0.119309552,0.168913768,-0.425453855,-0.227150685
RPL24,0.147053643,-0.026849539,0.152594823,-0.053503063,0.221560442,0.095321442
CEP97,-0.390711431,-0.483830766,-0.189045901,0.07150984,1.063839904,0.539961771
NXPE3,-0.226201163,-0.156046705,0.1138602,0.174327468,0.330812904,0.110782775
NFKBIZ,0.402241488,1.158494207,-0.277251971,-0.102899082,-2.542894329,-2.959350782
ALCAM,0.589402683,-0.118676219,0.016461206,-0.071067769,-1.400482169,-2.257412252
CBLB,-0.428027771,1.049376261,-0.221998396,0.121883899,0.24081905,0.571013413
BBX,0.135355044,-0.129869838,-0.165878202,-0.22075709,-0.643309698,-0.401294528
CD47,0.129522662,-0.03542516,-0.054885711,-0.153262741,-0.224558356,0.118242053
LINC01215,0.554641165,0.791226448,-0.039358915,-0.227050261,-2.00093676,-1.774886629
IFT57,-0.210052371,0.05308867,-0.157759128,-0.045608456,-0.318416748,-0.030404931
MYH15,0.033520431,0.520333331,-0.042551039,0.066204189,0.795053989,-0.127465899
CIP2A,0.167734895,0.002279247,-0.074298187,-0.125993251,0.158289621,-0.720053661
DZIP3,-0.12666741,0.163669747,-0.156359035,-0.029467491,-0.903066354,-0.42469685
PLCXD2,-0.326726037,-0.497868283,0.022672843,-0.13679417,0.635187276,1.619380778
PHLDB2,1.201604859,0.252411901,-0.015256338,0.304538059,-0.748568803,-3.520130971
ABHD10,-0.203409638,-0.295625484,0.059356116,0.030290849,0.158844618,0.211169497
BTLA,-0.181894583,-1.3240421,0.133468023,0.273433746,0.427017972,2.038533543
ATG3,0.293076752,-0.00463769,-0.031928499,-0.115351564,-0.35679914,-0.432056703
SLC35A5,0.080419359,0.564966603,0.084685745,-0.081849279,0.212931079,-0.224977626
CCDC80,-0.483424647,0.935345998,-0.783509939,0.067057641,-0.917787679,-3.89489221
GTPBP8,0.248635971,0.204091513,0.213071612,0.103955269,0.137803369,-0.328308773
NEPRO,0.017606424,0.076139935,-0.040251665,-0.073988973,-0.158647641,-0.375874411
CFAP44,-0.649915753,0.307405043,-0.328685996,0.211497002,0.744917108,0.373482571
SIDT1,0.803907167,0.645797602,0.078238258,-0.267004016,-1.099135543,-0.22595451
USF3,-0.442126359,-0.380523932,-0.321857905,0.092950987,0.352473831,0.025733119
NAA50,0.482970206,0.072105789,0.106652977,-0.01966525,0.186739457,0.208843333
ATP6V1A,0.46482514,0.17756531,-0.112610555,-0.244337196,-1.11353304,-1.28787722
ZDHHC23,0.24241484,0.031378526,0.002796148,0.249375795,-0.152249777,1.336017985
CCDC191,-0.447349104,0.803919811,0.012481119,0.558971065,-0.013078353,-0.261217737
QTRT2,0.256673102,0.220421885,-0.078156524,0.010408342,-0.174678987,-0.123979188
ZBTB20,-1.211539774,-0.416580359,-0.340203116,-0.203478835,0.758220013,0.778649478
B4GALT4,0.295029551,0.152016618,-0.03649895,-0.098355861,-0.789129277,-1.04644371
ARHGAP31,0.366688952,1.129154442,-0.087537985,-0.152724626,-1.76456048,-1.715611004
TMEM39A,0.103648599,0.737019683,-0.183798014,-0.025585036,0.007987046,-0.660043367
POGLUT1,0.932059705,1.117820088,-0.155708919,-0.046349442,-0.212982899,0.20605412
TIMMDC1,0.228142459,0.020149739,0.007945697,-0.08728418,-0.281247987,0.033581129
CD80,2.379394632,2.859959047,-0.573329529,-0.343403829,-6.323277319,-6.368024205
ADPRH,0.331112301,0.69758635,-0.092989833,-0.050653542,-0.544218922,-0.743989757
COX17,0.655432411,0.01135881,0.516797119,0.067283177,-0.390721354,-0.302894988
GSK3B,-0.429087942,-0.48679822,-0.049880577,-0.021168407,0.288829478,-0.029620427
LRRC58,-0.187402395,-0.405154287,0.070370127,0.116281989,0.696832865,0.552382249
NDUFB4,0.26275539,0.085454758,0.254786194,-0.105024647,-0.273338244,-0.1969058
RABL3,0.123902408,-0.222510869,0.072812579,-0.040013722,0.333437979,-0.001020108
GTF2E1,0.222304074,0.055694601,0.085175229,0.057340558,0.178345816,-0.231899845
POLQ,-0.303329932,-0.119712611,-0.315821281,-0.063470847,-0.026091394,-0.496988935
HCLS1,0.103408029,0.058149481,0.03828044,-0.030395402,-0.650012065,-0.372792156
GOLGB1,-0.635459223,0.996245173,-0.586216837,-0.055983029,-0.084080363,-0.800207868
IQCB1,-0.231163635,-0.111079698,-0.126214734,0.006243352,-0.27582005,0.079481472
EAF2,0.063119935,-0.016099853,-0.106412707,-0.022745827,0.03035888,-0.462903124
SLC15A2,-0.931246912,-0.147797634,-0.523806352,-0.014525658,0.415422234,-0.274543304
CD86,0.533158038,0.399788177,-0.014579449,-0.084738402,-1.730215674,-1.72717105
CCDC58,0.368370005,-0.008706375,-0.306036512,0.007779358,0.094059423,0.168298741
FAM162A,-0.303117252,-0.233363837,-0.005632136,-0.080887768,0.337391232,0.904765996
WDR5B,-0.477660238,0.368933833,-0.011466462,0.166040881,-0.390503088,-0.488530891
KPNA1,0.270715785,0.087871791,-0.04571845,-0.062036056,0.067677649,-0.323847292
PARP9,1.48025477,0.492575123,-0.917433317,-0.618786133,-5.288953564,-4.690714961
DTX3L,1.000904533,0.460611191,-0.526117782,-0.318355671,-2.719931221,-2.427020722
PARP15,0.03307598,1.055089894,-0.269303129,-0.037480269,0.375917596,0.550128103
PARP14,0.952705987,0.525809735,-0.723391852,-0.516242336,-4.092367454,-4.360396077
HSPBAP1,-0.283068259,-0.146744463,-0.15039566,-0.012033023,0.055892044,0.931068463
SLC49A4,-0.44221374,0.017694789,-0.139892834,0.151975543,0.273662937,0.217689738
LINC02035,-1.502973581,-0.392919067,-0.403313329,-0.169407174,0.617122879,0.383052271
PDIA5,0.224388433,0.159517829,0.157495804,-0.045414882,0.149100719,0.793647245
SEC22A,0.077909799,0.126866401,0.042581248,-0.063169178,0.189135311,0.187565994
HACD2,-0.35144327,-0.109270083,0.092713278,0.065099446,0.769414485,0.210914953
MYLK,-0.335871647,-0.295463817,-0.240009961,0.023066425,1.768194867,1.486686508
CCDC14,-0.575991522,0.110544399,-0.325070867,0.037119324,0.516240701,-0.097359377
KALRN,1.253024268,2.229281902,0.603189403,-0.252713814,1.689315938,0.811078374
UMPS,0.384009376,-0.150361955,0.071550587,-0.007805201,0.072263794,0.37659334
ITGB5,-1.595595507,-1.027814879,0.418321663,0.063080074,1.611126968,-0.671484377
HEG1,0.171872625,0.670589244,-0.307672348,-0.139416137,-0.753087733,-1.902929952
ZNF148,-0.334110459,-0.177443604,-0.052247086,0.01472635,0.354007798,-0.099201728
SNX4,0.002917637,-0.077807557,0.063886134,-0.012625454,0.064912694,-0.160626003
OSBPL11,-0.281216666,-0.158903268,-0.044156038,0.080314131,0.178928506,0.164244749
SLC41A3,-0.358089213,-0.000994698,0.242778925,0.128420629,0.166079924,0.598766287
ZXDC,-0.403593323,-0.253694773,0.003519768,0.104019976,0.685371926,1.026945987
CHCHD6,-0.181526741,0.238218758,0.19658736,0.075188102,0.394143992,1.203897452
PLXNA1,0.788573771,0.371750238,0.660879873,0.316869788,0.346420629,0.587618554
TPRA1,0.107851523,0.16798158,0.299398793,0.327780398,-0.273049033,-0.215320645
MCM2,0.099720799,-0.028273467,0.35727626,0.229458484,-0.068867476,0.516732716
ABTB1,-0.448180163,0.510746575,0.557911157,0.004383185,-0.021410077,-1.173279133
MGLL,0.565909174,-0.326611385,0.032881094,0.465006473,-1.676284154,-2.828582359
SEC61A1,0.496122635,0.634888282,0.099267846,0.043113484,-0.33977489,-0.601092113
RUVBL1,0.582232852,-0.153325984,0.058129915,0.011120301,0.137822574,1.006403226
RPN1,0.380391683,0.279565405,-0.014450898,-0.033766073,-0.069357159,-0.226803203
RAB7A,-0.119700669,-0.025668908,0.132953585,-0.0650306,0.088666141,-0.027675427
ACAD9,0.254332608,0.094052339,0.048969646,-0.04390613,-0.018610541,-0.030987512
ISY1,0.062068314,0.181482797,0.097441383,-0.018174715,0.06028582,-0.220524726
CNBP,0.377146515,-0.159535241,0.103096042,0.020902478,0.10026838,0.562872707
COPG1,-0.065107739,0.475114081,0.011973785,-0.047943873,-0.274700555,-0.575509078
HMCES,-0.236996337,0.202692969,0.061412555,-0.036902332,0.069494033,-0.997103138
H1-10,0.003964748,0.655181112,0.995429406,0.190118445,0.251499062,0.146104183
RPL32P3,-0.41182816,0.07989172,-0.516724288,0.175872275,-0.086863707,-0.333745605
MBD4,0.041903877,0.185333025,-0.014333784,-0.088066331,-0.111973817,-0.355298378
IFT122,-0.31093537,-0.038809583,-0.193071057,0.053106622,0.495900777,0.358342618
PLXND1,-1.10111589,-0.754075922,0.295912137,0.371587648,1.404486968,2.215261356
TMCC1,-0.36585294,-0.113827386,-0.108745295,0.085825427,0.210998359,0.228558458
TMCC1-AS1,-0.728936607,-0.759294765,-0.397725297,-0.145265832,0.967392753,1.482955299
PIK3R4,0.052912102,0.164759315,-0.194607738,-0.085231376,-0.107577389,-0.122165375
ATP2C1,-0.119300785,-0.042570735,-0.067422351,-0.02905657,-0.058982378,-0.237872858
ASTE1,-0.064243697,0.013971221,0.056975748,0.17654204,0.17188885,0.272420621
NUDT16P1,-0.375038331,-0.121254964,0.067909763,0.134274486,0.071912891,0.254947876
NUDT16,-0.705867929,-0.349874713,0.007827647,0.135563715,0.413853647,0.19829472
MRPL3,0.363729489,-0.228456697,-0.071810003,-0.093307272,0.304628887,0.781664206
ACPP,-0.004799571,-0.834273945,0.091622242,0.017471784,-0.18492076,-1.207555213
DNAJC13,0.119609356,0.00656231,-0.37291667,-0.210572103,-0.652950502,-1.115280651
UBA5,0.147612166,0.235422491,-0.009299963,-0.049832219,0.14239323,0.059343093
NPHP3,-1.090828449,0.493743654,-0.153318318,0.354280017,0.345298464,-0.748900156
CDV3,0.198733921,-0.185827791,0.016237671,0.004143694,-0.201886609,-0.164304027
TOPBP1,-0.254773444,-0.224913556,-0.104065077,-0.035365099,0.159031694,-0.194745329
SRPRB,0.610593656,0.074145705,0.029883232,0.085391484,0.06973161,0.694149886
RYK,-0.229233682,-0.786511904,-0.090075022,0.147190995,0.10036382,0.271469187
ANAPC13,0.185047381,-0.119991645,-0.022065478,0.020161829,0.141463746,0.286438397
CEP63,-0.198449481,-0.21765979,-0.152135248,-0.069885293,0.200911583,0.373061978
EPHB1,-0.539811286,-0.01564173,0.007875527,0.114017002,-0.921598033,0.193820222
MSL2,-0.041886261,-0.310814677,-0.055272751,-0.075447093,0.371770116,0.400925923
PCCB,-0.165086849,-0.104837267,0.016849047,-0.074111545,0.274321753,0.711618814
STAG1,-0.056356324,0.020787982,-0.048150321,-0.098865679,0.554005867,-0.760687333
NCK1,0.198135036,0.150900004,-0.006108461,0.016656859,0.298873288,0.37248288
DBR1,0.390660761,0.176189559,0.129948648,-0.019611851,0.052772251,-0.055582247
ARMC8,0.341923693,0.327772782,-0.046144669,-0.14281475,-0.311491765,-0.483857041
MRAS,0.294433742,-0.266444911,-0.037625241,0.125252787,-0.540198607,-1.069761325
CEP70,-0.326481933,0.716183738,-0.113799986,0.173432544,1.514296097,-0.105844793
FAIM,0.016694337,-0.182440156,-0.17781357,-0.070589334,0.74709073,0.166579709
PIK3CB,-0.168886561,-0.514068127,-0.048312291,-0.033914199,0.332142746,0.615715079
MRPS22,0.30557337,0.193639943,0.044198067,0.031474135,-0.059859681,-0.251122636
COPB2,0.102937073,0.315519455,-0.145866674,-0.063446005,-0.231845337,-0.608362304
SLC25A36,-0.567162318,-0.353854756,-0.015061619,0.013938184,0.609370549,0.583249368
ZBTB38,0.407760543,-0.202930073,-0.056259684,0.493977407,0.58169245,0.220216933
RASA2,-0.512191386,0.072168304,0.013435703,-0.042065296,0.776454487,0.574928971
RNF7,0.193887255,-0.013886095,0.155560172,-0.086415784,0.029367278,0.20639
ATP1B3,0.254067643,-0.296367264,-0.010706096,-0.00763345,-0.023611835,-0.076713734
TFDP2,-0.240067525,0.112186966,-0.033391151,-0.106488396,0.861671905,0.941002405
GK5,-0.264030245,-0.232830531,-0.145687406,-0.108668731,1.066541014,0.713463398
XRN1,0.323555815,0.17561195,-0.575956878,-0.481231118,-1.625302814,-2.120833621
ATR,0.477089507,0.22660505,-0.289420273,-0.162948694,-0.833479247,-0.525445638
U2SURP,0.17593022,-0.08776506,-0.142646759,-0.053488163,0.0435357,-0.032734276
SLC9A9,0.304388901,-0.089037431,0.002555305,-0.232799423,-0.670012632,-0.870925426
DIPK2A,-0.068045543,-0.385317062,0.170581212,-0.075289761,0.004014285,0.463314972
PLSCR1,1.174689272,0.294133982,-0.57013257,-0.472626571,-3.068497366,-3.239271819
GYG1,0.367422574,-0.136131184,-0.043980192,-0.101386048,-0.128179841,0.037096001
HLTF,-0.40604471,-0.405897813,-0.13638854,-0.024674599,0.562839188,0.243422113
HPS3,-0.344298736,-0.303444611,-0.00974397,0.005935874,0.064242762,0.479190108
COMMD2,0.285280332,0.029490557,-0.029213142,-0.010628313,0.262285523,-0.027974862
RNF13,-0.136520871,-0.07397744,-0.004228078,-0.05487136,0.289544194,0.523208706
TSC22D2,0.647586232,0.510717069,-0.118641178,-0.20019415,-1.423352591,-1.489739066
SERP1,0.259416129,0.211294519,0.216330194,0.011996715,0.430963038,0.411392903
EIF2A,-0.23964539,-0.117358782,-0.074246539,-0.088123629,0.212269048,0.062478734
SELENOT,0.539073935,0.358265489,0.237343824,-0.044010224,-0.739724349,-1.285982648
SIAH2,0.22221436,0.113322304,0.087971326,-0.105322414,-0.086760687,-0.136981438
GPR171,0.554494235,0.828934122,0.262785093,0.058244322,-0.589171771,-2.041007548
P2RY14,-0.095178497,-0.669628089,0.021355335,0.073312953,-0.155090304,-0.358198098
IGSF10,0.041248305,-0.351132872,-0.754056669,-0.126890458,-0.925568006,1.006033596
MBNL1,0.084465721,-0.391263766,-0.001889899,-0.10527498,-0.567480369,-0.835267069
MBNL1-AS1,0.439232621,0.099012481,-0.071648234,-0.096653631,-0.801541597,-1.123648097
RAP2B,-0.389786278,-0.822011425,0.240488678,0.023739919,-0.092577078,-0.01717324
DHX36,0.367345341,0.212136156,-0.126633104,-0.025428899,-0.166475045,-0.182585129
SLC33A1,-0.198764823,1.076449164,0.00973123,0.221836881,0.566865448,-0.148992437
GMPS,0.075424308,0.362675428,-0.090047819,-0.123585702,0.048061478,0.034830508
SSR3,0.333896305,0.29300322,-0.054714536,-0.105219527,-0.057855171,0.144708388
TIPARP,0.012028804,0.226236851,-0.047946494,-0.191043539,-0.826350876,-1.256438065
LINC00886,-0.761402297,-0.184059925,-0.215535374,-0.039327148,-0.182171822,-0.15587519
CCNL1,0.097171677,0.589197396,-0.2612182,-0.077115771,-0.453929962,-0.894095618
SHOX2,0.077937383,0.040583223,-0.006783362,-0.12523816,0.01115409,-1.044986259
RSRC1,-0.083172047,-0.165364985,-0.096707495,-0.175083909,0.119728436,-0.181910622
GFM1,0.50364335,-0.127940609,-0.123583235,-0.059534721,-0.132816165,0.030893766
LXN,-0.139480023,0.198727637,0.185035713,-0.126894238,0.27908701,0.226632225
MFSD1,0.08223886,-0.458081021,-0.009155512,-0.001522434,-0.096856828,1.210668308
IFT80,-0.334650138,0.198215682,-0.032437314,0.020592872,0.616741658,-0.165492667
SMC4,-0.115271993,-0.043440493,-0.156347192,-0.109424864,0.410302033,-0.674002385
TRIM59,0.023938633,-0.08417817,0.228505392,-0.125744124,0.734232796,0.236210767
KPNA4,0.516205813,0.205513549,0.102038938,-0.121374524,-0.087733399,-0.34801728
PPM1L,-0.614751445,-0.299447699,0.082671318,0.111861549,0.609493651,0.194735817
B3GALNT1,0.034786145,-0.66147815,0.094671911,-0.065018517,0.636725245,0.085433053
NMD3,0.050649532,-0.247064027,0.017851233,-0.080889956,0.082269507,-0.327959767
WDR49,-0.531353827,0.075109866,-0.075208829,-0.236512241,2.379774337,3.106395091
PDCD10,0.224222183,-0.107025349,-0.036375726,-0.10716349,-0.085048521,-0.595651316
SERPINI1,1.311720265,-0.07117931,0.467090958,-0.344107736,-1.000896128,-0.409073276
GOLIM4,-0.01071663,-0.438118236,0.095660388,0.140096109,0.891794827,0.814163464
MYNN,0.196313604,0.034840834,0.089939342,-0.063118479,-0.069123808,-0.082843502
LRRC34,-0.153465412,-0.467361691,0.015586724,-0.039847912,0.171269788,1.502852972
SEC62,0.093600039,0.051455388,0.096072366,0.024019563,0.188079127,-0.236421624
GPR160,-0.419663492,-0.036445901,0.346644851,-0.037384268,0.492554616,-0.103861064
PHC3,-0.64111387,-0.049914026,-0.371864208,-0.05880374,0.073529901,-0.00244296
PRKCI,-0.145507663,0.421179751,0.009971012,-0.014155568,0.368798937,-0.191942415
SKIL,-0.088111264,0.556223331,-0.028883789,0.064261336,-0.595989749,-1.740422549
RPL22L1,0.805434107,0.149603596,0.13922853,0.077615718,0.01184538,0.167951973
EIF5A2,1.05828664,0.089170241,0.507793583,0.135002863,0.604027032,0.294983615
FNDC3B,0.337208101,0.40898645,-0.13623594,-0.094012185,-1.013582384,-1.131854201
TNFSF10,2.823271024,1.248746583,-0.831138861,-0.897338316,-6.010398761,-6.499934457
NCEH1,0.45725346,-0.189845738,-0.041446799,-0.221706298,-0.593732216,-0.955594343
ECT2,0.138876452,0.476146466,0.06628015,-0.144191594,0.858951562,-0.300742588
TBL1XR1,-0.291455071,-0.33755157,0.113840832,-0.03602863,0.235063476,0.680094395
KCNMB2,0.067651387,-0.830620904,0.099381977,-0.198145099,0.206035518,-0.512468173
ZMAT3,-0.419091063,-0.347551972,-0.005901214,0.242934797,0.240214188,0.375005407
PIK3CA,-0.463120971,0.163003062,-0.26554961,-0.137705226,0.233304577,-0.226449864
ZNF639,0.254116012,-0.117193042,0.031675311,-0.083760641,0.29860478,0.234421298
MFN1,0.453504936,0.099491741,-0.19189579,-0.367244504,-1.467103108,-1.738150058
GNB4,0.211533017,-0.122793085,0.028011793,-0.270379403,-0.003930557,-0.605081006
ACTL6A,0.134041598,-0.136054665,0.060030972,-0.062556962,0.369103996,0.289503404
MRPL47,0.482351375,0.106757049,0.026556919,-0.035980411,-0.132297426,-0.193890683
NDUFB5,-0.086557941,0.046818605,0.178329605,-0.04456406,-0.071069228,0.256958762
USP13,-0.06804935,-0.432639132,-0.075833916,-0.01476956,0.382950486,0.05631875
PEX5L,-1.298324383,0.608918062,-1.853707449,0.360096661,-0.014551097,-0.51721625
TTC14,0.22815635,0.206438446,-0.153421363,0.016760949,-0.164950089,-0.028849476
FXR1,-0.105528965,0.087281201,-0.102251371,-0.157035451,-0.162619526,-0.455078359
DNAJC19,0.255151369,0.175790125,0.151280278,-0.019211952,0.233766653,0.786508019
ATP11B,-0.125934358,-0.21547731,-0.062999807,-0.054737441,-0.179493521,-0.66560887
DCUN1D1,0.114717801,0.043594012,0.07243157,0.006019229,-0.084086945,-0.349758095
MCCC1,-0.252547663,-0.117468585,-0.061339138,-0.009890343,-0.142800424,0.247414468
B3GNT5,0.038133447,-0.03039891,0.4477259,0.301273372,0.846643352,-0.399404796
LINC00888,-0.272415127,0.307052072,0.137682461,0.097001233,0.721233453,-0.055777073
KLHL6,-0.369470731,-0.40673759,-0.046537306,-0.07618311,-0.592828139,-0.621308936
KLHL24,-1.339196274,-0.027167851,-0.001614566,-0.034466456,0.868613866,1.08412281
YEATS2,-0.03721864,0.04559348,-0.203618814,-0.210865438,-0.416229855,-0.625799921
ABCC5,-0.432617524,-0.342571564,-0.138944243,0.109636122,0.586824606,0.864533526
EIF2B5,0.222104218,-0.074096678,0.004677403,0.049396953,0.050660821,0.112411165
DVL3,-0.321420065,0.136501758,-0.024817899,0.050252464,0.404147475,-0.111468402
AP2M1,0.009922093,-0.00315345,0.046292919,-0.052873386,-0.010338897,-0.038407183
ABCF3,0.30447889,0.658800392,0.095072844,0.032754106,-0.374152847,-0.466958838
ALG3,0.535913189,-0.137308551,0.186332823,0.090133249,0.069589955,1.390830933
EEF1AKMT4,0.533338219,-0.976645132,0.134344073,0.255314585,0.114601759,1.960082547
PSMD2,0.39772097,0.198023344,-0.025018832,-0.054365926,-0.251264979,-0.539591153
EIF4G1,0.505336509,0.127508061,0.039462754,0.071308306,-0.249556689,-0.076489363
FAM131A,-0.091701994,0.16477098,0.218940736,0.273390606,0.367645433,0.555572559
CLCN2,0.012779378,-0.273866304,-0.123896731,0.355246389,0.328620769,1.108089354
POLR2H,0.202612709,-0.315193447,0.150366749,-0.046607694,0.133338037,0.611212555
MAGEF1,-0.524059799,-0.18592783,0.268446335,0.254488196,0.769533582,1.443495428
VPS8,-0.141856437,-0.134484972,-0.216040553,-0.05592732,-0.162201137,-0.097052225
MAP3K13,0.040572201,0.100283901,-0.056240482,-0.0609481,0.013506939,-0.147718007
TMEM41A,0.328455708,-0.031079752,-0.079813926,-0.037666127,-0.221771827,0.110815695
SENP2,0.049577815,0.065721272,0.009030702,-0.138006535,0.051755859,-0.45876907
TRA2B,0.411050302,0.064455912,0.13152256,-0.002876271,0.150577209,-0.22522976
ETV5,-1.097155183,-0.627207302,0.241319629,0.12633803,2.366500384,0.779015429
DGKG,0.117276469,-0.644909005,-0.044955042,0.015026191,0.501301325,0.639410081
CRYGS,-1.180852323,-0.007694322,-0.397443003,-0.167346814,1.010390255,0.152389161
TBCCD1,-0.083098424,-0.024160925,-0.041924214,0.026954794,0.300013551,0.210870304
DNAJB11,0.739540191,0.433474734,0.086367737,0.116285307,0.083626212,-0.99936961
EIF4A2,-0.334311803,-0.083434367,-0.168289482,-0.018354025,-0.017199857,0.164121329
RFC4,-0.229262051,-0.122693244,-0.184201266,-0.010493442,0.235619553,0.234989801
ST6GAL1,-0.222766913,-0.506532381,-0.063990998,-0.044361314,0.318793208,1.092971501
RPL39L,-0.307180598,-0.301199507,0.205959548,-0.091455396,1.032689961,1.118241027
BCL6,-0.192587251,-0.60481314,0.123887753,0.102434868,-0.731445772,-0.494543454
LPP,-0.953802864,-0.443573751,-0.560806558,-0.013537203,-0.164642914,-0.503652649
TP63,0.646630405,1.822624126,-0.079170355,-0.214960234,-1.720030158,-1.421639093
P3H2,-0.110385137,2.659163055,-0.03873195,-0.186169577,-0.00967629,0.44883885
IL1RAP,1.042568772,0.892747964,0.100981172,-0.072853582,-0.282800199,-1.070061691
CCDC50,-0.396625602,-0.225814643,0.124606138,0.077430945,0.835108196,0.812077424
OPA1,-0.057243981,-0.154218607,-0.105337269,-0.076431555,0.004279626,-0.281294327
ATP13A3,-0.147665983,-0.56226352,0.015987811,0.009518473,0.648928337,-0.151102018
TMEM44,-1.195595838,0.00914258,-0.000185119,0.364415157,1.142985649,0.23630925
LSG1,0.464639083,0.130511406,-0.019670028,-0.012676719,-0.294691922,-0.432898807
FAM43A,-1.008760227,0.639317239,0.508594757,0.738744746,0.265871339,-0.253603451
XXYLT1,0.067818089,-0.110883018,0.10074051,0.051532367,0.432757727,0.989632524
ACAP2,-0.319330033,-0.145948031,-0.031546645,-0.028988568,0.099979706,-0.424904979
PPP1R2,0.090325137,0.041873584,0.177461024,-0.11268593,-0.333042066,-0.224609342
TNK2,0.364152031,0.038406119,0.232723284,0.195597288,-0.843003275,-0.981058673
SDHAP1,-0.380255007,0.359175443,-0.08090187,0.233126021,-0.121149655,-0.219385168
TFRC,-0.067962099,-0.558824862,-0.108445165,0.143958445,-0.013989797,0.994017091
SLC51A,-0.244385653,0.516794691,-0.036907235,0.267579699,-0.310164415,-0.56106112
PCYT1A,0.129581501,-0.065742489,0.097414831,0.017204538,0.029083031,-0.706216504
UBXN7,-0.677490386,-0.282541792,-0.214209571,0.00925255,0.374742253,-0.245869471
RNF168,-0.3851062,-0.029968023,-0.079208099,0.115633427,0.32705347,0.628746787
WDR53,0.02850752,0.129247554,-0.087444285,-0.016197865,0.082650051,-0.084288271
FBXO45,-0.152437119,-0.300533188,0.059332699,0.094596721,0.424073354,0.316543227
NRROS,0.574937964,0.369017792,0.376642802,0.221839434,-0.728940682,0.00541499
PIGX,-0.07149887,-0.172018741,0.01601575,0.050687365,0.228115483,0.269337331
CEP19,-0.128860333,0.318461734,-0.169164986,0.27767057,-0.375409367,-0.304048745
PAK2,-0.131672271,-0.325108125,-0.07782476,-0.03738551,0.214770269,-0.081358274
SENP5,-0.141530588,-0.007067431,-0.178789251,-0.024927673,-0.093016933,-0.487954783
NCBP2,0.138587364,0.018706193,0.069702575,0.081040056,0.154172184,0.347481836
NCBP2AS2,0.333245444,-0.206054697,0.440154463,0.064212029,-0.270751217,0.355958281
PIGZ,-0.948697782,-0.227229626,-0.443993475,0.082793136,0.001597978,0.942323191
MELTF,-0.446303197,-0.191734221,0.176112292,0.318724333,-0.246949089,-0.830232727
MELTF-AS1,-0.458787642,0.080501985,-0.741254976,0.49672563,0.932552083,0.165684674
DLG1,-0.282191686,-0.332553557,-0.110733693,-0.034390477,0.266127068,0.030435523
LOC220729,-0.499195469,-0.085593333,-0.283467961,-0.004804681,0.22167672,-0.12946261
RUBCN,0.616750304,0.663106278,-0.136742994,-0.174631907,-2.269925923,-2.441153046
FYTTD1,0.509436199,-0.067306446,0.023835139,-0.209667924,-0.915387312,-1.565703456
LRCH3,-0.153866694,0.159055179,-0.057351415,-0.035847457,-0.170156817,-0.438200355
IQCG,-0.760092408,-0.250171452,0.008971482,-0.059335062,0.005902623,0.061016355
RPL35A,0.207753318,-0.080861564,0.180346677,-0.073954516,0.06352282,0.002776258
LMLN,-0.748054933,-0.193001472,-0.156155032,-0.037572722,-0.022353798,-0.293157299
ZNF718,-0.400044103,-0.391493483,-0.013305709,0.024374851,0.469211091,-0.016037705
ZNF876P,-0.558722165,-0.164001688,-0.159714292,-0.531091193,-0.16905779,-0.989249892
ZNF141,-0.322267822,-0.019505474,-0.245380409,0.199621049,0.369755096,0.122366471
ZNF721,-0.13027947,-0.217424443,-0.153284783,0.07876033,0.600773823,0.357703826
PIGG,0.146297702,0.013107545,-0.080879092,0.034865171,-0.450650572,-0.161129269
ATP5ME,1.110323433,0.043694737,1.230804498,-0.027396515,-0.400498336,-0.090941167
MYL5,-0.520630643,1.61185995,-0.180578402,0.580899846,-0.437983088,-0.385417174
PCGF3,-0.279238597,0.076008118,0.080774062,0.068541718,-0.031787025,-0.757451368
LOC100129917,-0.442717449,0.640781941,-0.214037867,0.112478234,0.519926715,-0.705881108
CPLX1,-0.235396166,0.160544785,0.774898877,-0.205610628,0.379900558,0.513203812
GAK,0.291184005,0.65875686,0.326635567,0.107597758,-0.57627075,-0.566913245
TMEM175,-0.219991584,0.458339911,0.312195732,0.232602573,-0.345685199,0.228921776
DGKQ,0.219849607,1.025721939,0.527507777,0.47386939,-0.559799854,-0.448886818
FGFRL1,-0.038554392,-0.052113488,0.313870885,0.320067795,0.339471491,0.525534531
SPON2,-1.264025275,-0.948206339,0.055582562,0.132427146,0.305816953,0.727007911
CTBP1-AS,-0.881763326,0.635106311,-0.495297421,0.785394771,-0.16273787,0.762543131
CTBP1,0.005886405,-0.021013279,0.534784235,0.25409241,-0.081497562,0.440282496
MAEA,0.28604862,0.043080709,0.447716322,0.162607807,-0.038113126,0.179334864
UVSSA,-0.740895125,0.167722839,-0.23143658,0.207855137,-0.131734697,0.02663792
SLBP,0.062353555,-0.406338626,0.109737191,-0.046326353,0.113486453,0.103547518
TACC3,0.145125269,0.028988291,0.235238151,0.10629342,0.257202213,-0.043712872
TMEM129,-0.187457281,0.257318546,0.421387365,0.398972281,0.356648105,0.812578917
LETM1,0.533442584,1.17628999,0.246754329,0.145824951,-0.238066051,0.343964852
